0:0:2 | [CMD] ahmet55(6) => /buybus
21:33:52 | [LOCAL]_EmiiR(8): arac al /modifiye ile modifiye et
21:33:52 | [CMD] _EmiiR(8) => /l arac al /modifiye ile modifiye et
21:33:56 | [CMD] Jawex1(14) => /modifiye
21:34:0 | [CMD] eren1616(7) => /pm 8 ikisinden biri banlanýcak
21:34:0 | [CMD] _EmiiR(8) => /pm 7 birader onun þifresini unuttum
21:34:5 | [CMD] _EmiiR(8) => /pm 7 banla on
21:34:6 | [CMD] _EmiiR(8) => /pm 7 banla onu
21:34:7 | OkanMutlu(12) oyundan cIktI (Hata/Crash) (IP: 94.123.93.101)
21:34:8 | [CMD] _EmiiR(8) => /motor
21:34:12 | [CMD] eren1616(7) => /pm 8 tamamdýr iyi oyunlar
21:34:15 | [LOCAL]_EmiiR(8): /motor yaz
21:34:15 | [CMD] _EmiiR(8) => /l /motor yaz
21:34:18 | [LOCAL]_EmiiR(8): /motor yaz sonra /kemer yaz
21:34:18 | [CMD] _EmiiR(8) => /l /motor yaz sonra /kemer yaz
21:34:19 | [CMD] _EmiiR(8) => /kemer
21:34:21 | TIRCI(11): nýye cras yýyolar yav bunlar
21:34:27 | [CMD] _EmiiR(8) => /modifiye
21:34:35 | nik0tin(13): aþýrý mod 
21:34:39 | nik0tin(13): yada lag 
21:34:39 | [CMD] _EmiiR(8) => /kemer
21:34:42 | [CMD] _EmiiR(8) => /modifiye
21:34:45 | eren1616(7): yada ping
21:34:48 | TIRCI(11): bende lag var ama yemýyom :D
21:34:48 | [CMD] Jawex1(14) => /Motor
21:34:50 | [LOCAL]_EmiiR(8): haýzrmýsýn
21:34:50 | [CMD] _EmiiR(8) => /l haýzrmýsýn
21:34:53 | [LOCAL]_EmiiR(8): dur ln
21:34:53 | [CMD] _EmiiR(8) => /l dur ln
21:34:54 | [CMD] _EmiiR(8) => /work
21:34:57 | nik0tin(13): sendeki lag deðil 
21:34:58 | eren1616(7): etki eidyo çýkyýro
21:34:59 | [CMD] _EmiiR(8) => /workiptal
21:35:2 | [CMD] _EmiiR(8) => /goreviptal
21:35:5 | nik0tin(13): 72 pingin var benim 82 
21:35:9 | TIRCI(11): benýmký býlgýseyar sorunu
21:35:10 | [LOCAL]_EmiiR(8): beni takip etsene olum gorev yerlerini iyi biliyom
21:35:10 | [CMD] _EmiiR(8) => /l beni takip etsene olum gorev yerlerini iyi biliyom
21:35:17 | [CMD] _EmiiR(8) => /gorev
21:35:19 | [LOCAL]Jawex1(14): aynn öyle .qwwe.qwe
21:35:19 | [CMD] Jawex1(14) => /L aynn öyle .qwwe.qwe
21:35:19 | [CMD] _EmiiR(8) => /work
21:35:21 | TIRCI(11): ram ým yok la
21:35:22 | [CMD] _EmiiR(8) => /goreviptal
21:35:23 | [CMD] _EmiiR(8) => /work
21:35:24 | [CMD] _EmiiR(8) => /goreviptal
21:35:25 | [CMD] _EmiiR(8) => /work
21:35:25 | [LOCAL]Jawex1(14): hadi gitsene
21:35:25 | [CMD] Jawex1(14) => /L hadi gitsene
21:35:26 | [CMD] TIRCI(11) => /work
21:35:27 | [CMD] _EmiiR(8) => /goreviptal
21:35:28 | [CMD] _EmiiR(8) => /work
21:35:29 | [CMD] Jawex1(14) => /Zirh
21:35:29 | nik0tin(13): game booster var 
21:35:32 | [LOCAL]_EmiiR(8): takip
21:35:32 | [CMD] _EmiiR(8) => /l takip
21:35:41 | nik0tin(13): açýk uygulamalarý temizliyor 
21:35:42 | [CMD] Jawex1(14) => /PM 8 s
21:35:49 | [CMD] Jawex1(14) => /PM 8 mk iþim çýktý dur bi dk
21:35:58 | [CMD] nik0tin(13) => /dtemizle 
21:35:58 | [CMD] _EmiiR(8) => /pm 14 kanka /sorusor baþarýmlarý nasýl goruyoz yaz
21:36:8 | TIRCI(11): býlgýye format aatsam duzelýr ama 
21:36:14 | [KAMYONCU] xqHost, Harbour Island Warehouse'den Longway Warehouse'e Degerli Esyalar tasidi. Kazanc: 179939$, 1 Skor ve 5 EXP Sure: 464 Saniye
21:36:18 | TIRCI(11): býlmýyo atmayý
21:36:25 | [CMD] xqHost(9) => /karkaol
21:36:27 | [CMD] xqHost(9) => /karakol
21:36:31 | [CMD] xqHost(9) => /cezaode
21:36:32 | [CMD] xqHost(9) => /meslek
21:36:36 | nik0tin(13): önceden atýldý mý format 
21:36:36 | {FFCC00}xqHost(9) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
21:36:42 | [CMD] xqHost(9) => /rescue
21:36:43 | TIRCI(11): výros var nasýl sýlcem 
21:36:43 | [CMD] eren1616(7) => /get okan
21:36:44 | [KAMYONCU] DarkFlow, Longway Docks'den Harbour Island Warehouse'e Silah tasidi. Kazanc: 281352$, 1 Skor ve 5 EXP Sure: 516 Saniye
21:36:44 | [CMD] eren1616(7) => /get okan
21:36:48 | [CMD] eren1616(7) => /atamir
21:36:51 | _EmiiR(8): s
21:36:52 | [CMD] xqHost(9) => /kemer
21:36:52 | [CMD] DarkFlow(6) => /sirket
21:36:55 | nik0tin(13): kaynaðýný bilmeden zor 
21:37:17 | DarkFlow(6):  combofix indir tam tarama yap
21:37:29 | TIRCI(11): musallat mý ne adý býlgýsayarý kaparken program sonlanýyo dýyo o vurýsý sokan programýn 
21:37:31 | nik0tin(13): trajnanýn panzehiri 
21:37:33 | _EmiiR(8): s
21:37:34 | OkanMutlu(12) oyuna girdi [IP: 94.123.88.98]
21:37:35 | [CMD] xqHost(9) => /tamir
21:37:47 | nik0tin(13): trajna ditorum trojan 
21:37:47 | 
21:37:48 | [CMD] TIRCI(11) => /work
21:37:52 | xqHost(9) oyundan cIktI (Hata/Crash) (IP: 176.33.167.164)
21:37:53 | {FFCC00}OkanMutlu(12) {FFFFFF}Kamyoncu olarak spawn oldu.
21:37:55 | [CMD] OkanMutlu(12) => /sa
21:37:57 | nik0tin(13): sende o zaman 
21:37:58 | [CMD] nik0tin(13) => /as 
21:38:0 | _EmiiR(8): s
21:38:1 | [CMD] DarkFlow(6) => /afk
21:38:2 | [CMD] TIRCI(11) => /as
21:38:3 | [CMD] _EmiiR(8) => /basarimlar
21:38:4 | TIRCI(11): hg
21:38:10 | [CMD] DarkFlow(6) => /work
21:38:15 | nik0tin(13): c ye veya d ye bi dosyadan yapýyodur 
21:38:26 | [CMD] DarkFlow(6) => /asiriyuk
21:38:30 | nik0tin(13): yada virüs olmayan zamana geri yükleme yap 
21:38:39 | TIRCI(11): cs oyunyodum eskýden hýle yukledým o hýle yaptý
21:38:48 | [CMD] eren1616(7) => /get 12
21:38:49 | [CMD] OkanMutlu(12) => /pm 7 çeksene çýkcam bak þimdi
21:38:51 | TIRCI(11): :D
21:38:51 | Jodor(9) oyuna girdi [IP: 88.231.253.162]
21:38:53 | [CMD] eren1616(7) => /get 12
21:38:59 | [CMD] eren1616(7) => /get 12
21:39:1 | TIRCI(11): aim hock
21:39:4 | 
21:39:8 | {FFCC00}Jodor(9) {FFFFFF}Kamyoncu olarak spawn oldu.
21:39:9 | OkanMutlu(12) oyundan cIktI (Hata/Crash) (IP: 94.123.88.98)
21:39:12 | [CMD] Jodor(9) => /sa
21:39:12 | [CMD] eren1616(7) => /pm 12 laglýsýn
21:39:14 | [CMD] TIRCI(11) => /as
21:39:15 | TIRCI(11): hg
21:39:16 | [CMD] DarkFlow(6) => /as
21:39:17 | nik0tin(13): eski sevgilimle oynarken bende indirdiydim oyun açýlmadý 
21:39:19 | [CMD] Jodor(9) => /myskin 299
21:39:22 | nik0tin(13): hep 1. oluyordu 
21:39:22 | [SirketCHT] DarkFlow(6): ! hg
21:39:25 | [SirketCHT] Jodor(9): ! hb
21:39:34 | TIRCI(11): :D
21:39:42 | [CMD] Jodor(9) => /convoy
21:39:44 | [CMD] TIRCI(11) => /work
21:39:48 | OkanMutlu(12) oyuna girdi [IP: 94.123.88.98]
21:39:52 | [SirketCHT] Jodor(9): ! ne yapýyorsun
21:40:1 | 
21:40:2 | [CMD] Jodor(9) => /ogorev 6
21:40:3 | [CMD] eren1616(7) => /get 12
21:40:3 | {FFCC00}OkanMutlu(12) {FFFFFF}Kamyoncu olarak spawn oldu.
21:40:5 | [SirketCHT] DarkFlow(6): ! görev 
21:40:6 | [SirketCHT] Jodor(9): ! docks
21:40:9 | [CMD] OkanMutlu(12) => /sa
21:40:9 | [SirketCHT] Jodor(9): ! :D
21:40:12 | [CMD] TIRCI(11) => /as
21:40:12 | [SirketCHT] DarkFlow(6): ! oraya gidiyom 
21:40:12 | [CMD] Jodor(9) => /as
21:40:14 | [CMD] nik0tin(13) => /as 
21:40:14 | TIRCI(11): hg
21:40:14 | [CMD] eren1616(7) => /get 12
21:40:15 | [CMD] eren1616(7) => /AS
21:40:15 | [SirketCHT] DarkFlow(6): ! :D
21:40:17 | [CMD] nik0tin(13) => /dtemizle 
21:40:18 | [CMD] _EmiiR(8) => /as
21:40:22 | [CMD] nik0tin(13) => /asay Vip-Skor-Para-Þirket Vb Ürünler Almak Ýstiyorsanýz www.trucksamp.com ' dan Alabilirsiniz    
21:40:22 | [SirketCHT] Jodor(9): ! görev alýp geleyim mi
21:40:24 | [CMD] eren1616(7) => /atamir
21:40:25 | [CMD] eren1616(7) => /AS
21:40:26 | _EmiiR(8): erik dalý actým masaya cýkýp oynucam tutmayýn lan beni
21:40:26 | [SirketCHT] DarkFlow(6): ! gel 
21:40:27 | [CMD] eren1616(7) => /get 12
21:40:32 | [LOCAL]_EmiiR(8): kanki Y tuþu ile telefonu ac
21:40:32 | [CMD] _EmiiR(8) => /l kanki Y tuþu ile telefonu ac
21:40:32 | [CMD] OkanMutlu(12) => /sac
21:40:36 | [CMD] Jodor(9) => /sirketdorse
21:40:37 | [LOCAL]_EmiiR(8): /tamir ile tamir et otobüsü
21:40:37 | [CMD] _EmiiR(8) => /l /tamir ile tamir et otobüsü
21:40:41 | [LOCAL]OkanMutlu(12): çal keke çal
21:40:41 | [CMD] OkanMutlu(12) => /l çal keke çal
21:40:42 | _EmiiR(8): haso nereye
21:40:48 | _EmiiR(8): gelsene olum ASDa,
21:40:49 | [LOCAL]OkanMutlu(12): çal keke çal
21:40:49 | [CMD] OkanMutlu(12) => /l çal keke çal
21:40:52 | [CMD] _EmiiR(8) => /tamri
21:40:53 | [LOCAL]OkanMutlu(12): /sac
21:40:53 | [CMD] OkanMutlu(12) => /l /sac
21:40:53 | [CMD] _EmiiR(8) => /tamir
21:41:8 | [SirketCHT] Jodor(9): ! dikkat ettin mi
21:41:9 | [LOCAL]eren1616(7): seç
21:41:9 | [CMD] eren1616(7) => /l seç
21:41:9 | Jawex1(14): knk
21:41:10 | _EmiiR(8): haso yürü 
21:41:14 | [SirketCHT] DarkFlow(6): ! neye 
21:41:14 | [LOCAL]eren1616(7): beðen al
21:41:14 | [CMD] eren1616(7) => /l beðen al
21:41:18 | [SirketCHT] Jodor(9): ! kimi þutladýysak psn havada kapmýþ :D
21:41:21 | [CMD] TIRCI(11) => /work
21:41:31 | [SirketCHT] DarkFlow(6): ! :D olcagý o 
21:41:38 | [LOCAL]_EmiiR(8): aracýn bozulursa /tamir yaz
21:41:38 | [CMD] _EmiiR(8) => /l aracýn bozulursa /tamir yaz
21:41:45 | [SirketCHT] DarkFlow(6): ! fark yapmaz 
21:41:46 | [SirketCHT] Jodor(9): ! her gün bana aðlýyorlar kasamýyoruz diye
21:41:46 | [CMD] Jawex1(14) => /Tamir
21:41:48 | [CMD] eren1616(7) => /get 12
21:41:51 | [CMD] nik0tin(13) => /atamir 
21:41:54 | [LOCAL]eren1616(7): seç
21:41:54 | [CMD] eren1616(7) => /l seç
21:41:55 | [SirketCHT] Jodor(9): ! kasalarýnda 68m var :D
21:41:56 | [CMD] nik0tin(13) => /modifiye 
21:41:56 | [SirketCHT] DarkFlow(6): ! kim diyo 
21:42:2 | [LOCAL]eren1616(7): seç
21:42:2 | [CMD] eren1616(7) => /l seç
21:42:9 | [SirketCHT] Jodor(9): ! danger ve yasinbey sürekli diyorlar 
21:42:10 | [SirketCHT] DarkFlow(6): ! beylermi 
21:42:10 | [LOCAL]OkanMutlu(12): bu 
21:42:10 | [CMD] OkanMutlu(12) => /l bu 
21:42:12 | eren1616(7) OkanMutlu(12)'a 2500000$ para gönderdi
21:42:12 | [CMD] eren1616(7) => /paragonder 12 2500000
21:42:14 | [SirketCHT] DarkFlow(6): ! hmm
21:42:21 | [SirketCHT] Jodor(9): ! niko haklý mýyým :
21:42:22 | [SirketCHT] DarkFlow(6): ! çalýsmýyoalr ki :D
21:42:24 | [SirketCHT] Jodor(9): ! :D
21:42:26 | [LOCAL]OkanMutlu(12): ne yazacam
21:42:26 | [CMD] OkanMutlu(12) => /l ne yazacam
21:42:29 | [CMD] Jodor(9) => /work
21:42:30 | TIRCI(11): cekýl
21:42:31 | [LOCAL]_EmiiR(8): kanki týr þoforu daha cok para veriyo
21:42:31 | [CMD] _EmiiR(8) => /l kanki týr þoforu daha cok para veriyo
21:42:32 | [LOCAL]eren1616(7): ikona git
21:42:32 | [CMD] eren1616(7) => /l ikona git
21:42:33 | [LOCAL]_EmiiR(8): ama az skor veriyo
21:42:33 | [CMD] _EmiiR(8) => /l ama az skor veriyo
21:42:40 | [LOCAL]Jawex1(14): niye olmadýk qew
21:42:40 | [CMD] Jawex1(14) => /L niye olmadýk qew
21:42:40 | [LOCAL]_EmiiR(8): otobüscü daha fazla veriyo
21:42:40 | [CMD] _EmiiR(8) => /l otobüscü daha fazla veriyo
21:42:43 | TIRCI(11): jodor ne arýyon burda
21:42:45 | Jodor(9): görev alýyorum ne çekilmesi bekle
21:42:46 | [CMD] OkanMutlu(12) => /satinal
21:42:46 | [CMD] _EmiiR(8) => /tamir
21:42:51 | [CMD] OkanMutlu(12) => /eval
21:42:51 | [SirketCHT] DarkFlow(6): ! lvl düsükse göremez :D
21:42:54 | TIRCI(11): beným gorev yerým bura
21:42:56 | [LOCAL]_EmiiR(8): otobüsünü tamir etsene
21:42:56 | [CMD] _EmiiR(8) => /l otobüsünü tamir etsene
21:42:57 | [CMD] TIRCI(11) => /work
21:42:59 | OkanMutlu(12): ev almak için ne yazýyoz
21:43:2 | [CMD] DarkFlow(6) => /admins
21:43:4 | [LOCAL]Jawex1(14): 2k boþa gitmesin .qew.qwe
21:43:4 | [CMD] Jawex1(14) => /L 2k boþa gitmesin .qew.qwe
21:43:6 | Jodor(9): önce kim burdaysa diðer bekler onu
21:43:7 | [CMD] eren1616(7) => /ev
21:43:8 | TIRCI(11): evýn ustune gel
21:43:10 | [LOCAL]_EmiiR(8): otobüsünü tamir etsene
21:43:10 | [CMD] _EmiiR(8) => /l otobüsünü tamir etsene
21:43:14 | Jodor(9): nezakaeti öðretmeyeyim sana týrcý
21:43:19 | eren1616(7) oyundan cIktI (Hata/Crash) (IP: 85.106.124.153)
21:43:22 | eren1616(7) oyuna girdi [IP: 85.106.124.153]
21:43:35 | [LOCAL]_EmiiR(8): kanka Y bas telefonu ac
21:43:35 | [CMD] _EmiiR(8) => /l kanka Y bas telefonu ac
21:43:39 | [LOCAL]_EmiiR(8): þarký ac ordan
21:43:39 | [CMD] _EmiiR(8) => /l þarký ac ordan
21:43:44 | Jawex1(14): 7LN as
21:43:46 | [SirketCHT] Jodor(9): ! ektradan bi flatbed aldým gördün mü
21:43:47 | [LOCAL]Jawex1(14): nasý
21:43:47 | [CMD] Jawex1(14) => /L nasý
21:43:51 | TIRCI(11): dorsený cýkarsaydým kotu olurdu ama dýmý
21:44:0 | Jodor(9): senin yüzünden aþýrýyuk alamadým
21:44:1 | [SirketCHT] DarkFlow(6): ! gçrdümn partk etmisin :D
21:44:3 | Jodor(9): görev bozardýn
21:44:8 | Jawex1(14): nasýl þarký açýyoz
21:44:8 | Jodor(9): ss alýr foruma atardým
21:44:11 | _EmiiR(8): Y ye bas
21:44:13 | eren1616(7) oyundan cIktI (Hata/Crash) (IP: 85.106.124.153)
21:44:14 | _EmiiR(8): telefonu ac
21:44:17 | _EmiiR(8): radyoya bas
21:44:22 | _EmiiR(8): veya muzike bas
21:44:24 | [SirketCHT] Jodor(9): ! bonus görev yaparýz bazen
21:44:24 | TIRCI(11): sen beným gorev yerýmd eduruyon ama 
21:44:25 | nik0tin(13): Y bas radyo ve müzikler var 
21:44:25 | [SirketCHT] DarkFlow(6): ! eski helinin yerin de
21:44:28 | _EmiiR(8): oha hasan ya
21:44:32 | Jawex1(14): eqw.eqw.qwe
21:44:33 | eren1616(7) oyuna girdi [IP: 85.106.124.153]
21:44:34 | _EmiiR(8): AÝ;SDAS,a
21:44:36 | Jawex1(14): uçtuk lan
21:44:41 | _EmiiR(8): gorev iptal ;S
21:44:44 | [SirketCHT] DarkFlow(6): ! ok
21:44:46 | [CMD] _EmiiR(8) => /pm 14 kanka
21:44:49 | [CMD] _EmiiR(8) => /pm 14 kanka ibizaya gel orda cetem var
21:44:52 | [CMD] _EmiiR(8) => /pm 14 kanka ibizaya gel orda cetem var ismim deathsons
21:44:59 | [CMD] Jawex1(14) => /PM 8 ibizada oynuyom qew.qew.
21:44:59 | 
21:45:0 | OkanMutlu(12): skor ve para daðýtýn ya
21:45:0 | {FFCC00}eren1616(7) {FFFFFF}Kamyoncu olarak spawn oldu.
21:45:3 | [CMD] eren1616(7) => /admgiris
21:45:6 | [CMD] TIRCI(11) => /work
21:45:6 | [CMD] eren1616(7) => /goto okan
21:45:7 | Jawex1(14) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
21:45:8 | OkanMutlu(12): ýþýnlan yanýma eren
21:45:9 | selimdemote(14) oyuna girdi [IP: 95.12.115.99]
21:45:11 | [BAN] nik0tin(13) _EmiiR(8)'i 10 gün 0 saat banladý. Sebep: Server ismi vermek 
21:45:11 | [CMD] nik0tin(13) => /ban 8 10 0 Server ismi vermek 
21:45:12 | _EmiiR(8) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
21:45:13 | [CMD] eren1616(7) => /ev
21:45:16 | [CMD] nik0tin(13) => /ban 8 14 0 Server ismi vermek 
21:45:17 | Jodor(9): hehe
21:45:23 | Jodor(9): emir zaten ban yiyecekti
21:45:28 | [CMD] eren1616(7) => /ev
21:45:35 | 
21:45:36 | TIRCI(11): noký san bý soru sorcam adlce cevapla 
21:45:39 | {FFCC00}selimdemote(14) {FFFFFF}Kamyoncu olarak spawn oldu.
21:45:41 | [CMD] nik0tin(13) => /dtemizle 
21:45:42 | [CMD] selimdemote(14) => /sa
21:45:46 | [CMD] nik0tin(13) => /as 
21:45:46 | [CMD] DarkFlow(6) => /as
21:45:50 | [LOCAL]eren1616(7): evin üstüne gel satýn al de
21:45:50 | [CMD] eren1616(7) => /l evin üstüne gel satýn al de
21:45:54 | nik0tin(13): ne sorcaksýn 
21:45:56 | [CMD] Jodor(9) => /as
21:45:58 | TIRCI(11): ucak ýnýs yerýne gorev býtýs yerýne týr parkkettým gorev adlým 
21:45:58 | [CMD] OkanMutlu(12) => /satin al
21:46:0 | [CMD] OkanMutlu(12) => /satinal
21:46:1 | selimdemote(14): konvoy yapan varmý
21:46:4 | [LOCAL]OkanMutlu(12): olmuyoo
21:46:4 | [CMD] OkanMutlu(12) => /l olmuyoo
21:46:11 | [CMD] OkanMutlu(12) => /satýnal
21:46:15 | [CMD] OkanMutlu(12) => /komutlar
21:46:15 | [LOCAL]eren1616(7): hadi lan
21:46:15 | [CMD] eren1616(7) => /l hadi lan
21:46:15 | TIRCI(11): ucak mecburen ýndý gorev gýtýý suclu kým 
21:46:21 | TIRCI(11): .
21:46:22 | nik0tin(13): uçak iniþ yerine týr görevi olmaz ki 
21:46:24 | [CMD] OkanMutlu(12) => /eval
21:46:31 | [CMD] selimdemote(14) => /sirketdorse
21:46:33 | [LOCAL]eren1616(7): gel
21:46:33 | [CMD] eren1616(7) => /l gel
21:46:33 | Jodor(9): aynen
21:46:40 | Jodor(9): yanýndaydý görev
21:46:41 | TIRCI(11): jodor ne raýyodun orda
21:46:41 | OkanMutlu(12): ikonun üstüne geliyom fakat evi satýn alamýyorum
21:46:45 | [LOCAL]eren1616(7): yav mal
21:46:45 | [CMD] eren1616(7) => /l yav mal
21:46:45 | selimdemote(14): jodor
21:46:45 | nik0tin(13): biraz daha dikkat etmesi gerekir her iki kiþininde 
21:46:49 | [LOCAL]eren1616(7): skype gel ya
21:46:49 | [CMD] eren1616(7) => /l skype gel ya
21:46:53 | Jodor(9): evet
21:46:54 | [CMD] nik0tin(13) => /goto 12 
21:46:55 | [LOCAL]OkanMutlu(12): sen çýkýyona
21:46:55 | [CMD] OkanMutlu(12) => /l sen çýkýyona
21:46:58 | selimdemote(14): konvoy yapakmý
21:47:2 | [CMD] DarkFlow(6) => /tamir
21:47:2 | Jodor(9): niko baþta ben geldim yükümü alýp gidecektim
21:47:3 | [CMD] DarkFlow(6) => /motor
21:47:10 | [CMD] nik0tin(13) => /get 12 
21:47:12 | Jodor(9): o arkadaþ yanda biraz dursaydý bekleseydi
21:47:20 | [CMD] eren1616(7) => /a bende
21:47:20 | Jodor(9): ayný þekilde o olsaydý ben beklerdim
21:47:23 | TIRCI(11): carpmadsým ama
21:47:31 | Jodor(9): týrcý herþeyile laglýsýn
21:47:37 | Jodor(9): oyun bilginle bile
21:47:42 | selimdemote(14): jodor bize 1 günlük viplik ver
21:47:49 | [CMD] nik0tin(13) => /pm 9 boþver aga laglý o görsede görmemiþ gibi gidiyo lagdan 
21:47:50 | Jodor(9): veriyorum
21:47:58 | [CMD] Jodor(9) => /pm 13 çakal ya
21:47:59 | TIRCI(11): laglý oalbýlýrm ama en azýndan hain degýlým satmam 
21:48:5 | [KICK] eren1616(7), OkanMutlu(12)'i sunucudan attý. Sebep: Relog
21:48:5 | [CMD] eren1616(7) => /kick 12 Relog
21:48:5 | OkanMutlu(12) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
21:48:9 | [CMD] TIRCI(11) => /work
21:48:11 | selimdemote(14): hai ver
21:48:14 | Jodor(9): sen kime hain diyorsun
21:48:20 | nik0tin(13): þiþþt
21:48:26 | TIRCI(11): kýmseye kým ustune alýrsa
21:48:27 | [SirketCHT] DarkFlow(6): ! býrak la bebeyi :D
21:48:32 | Jodor(9): ne için ne hakla bana hain deme çürütün de bulunuyorsun
21:48:34 | [CMD] nik0tin(13) => /cantazele 
21:48:37 | selimdemote(14): pardon cnm hadi dicektim
21:48:46 | [CMD] nik0tin(13) => /myskin 124 
21:48:47 | DarkFlow(6): gözünle gördünmü týrcý
21:48:51 | [CMD] nik0tin(13) => /myskin 52
21:48:58 | [CMD] nik0tin(13) => /car mountain 0 0 
21:48:58 | [CMD] Jodor(9) => /report 11 þahýsa hakaret
21:48:58 | TIRCI(11): @6 neyý
21:48:59 | [KAMYONCU] DarkFlow, Harbour Island Warehouse'den Longway Warehouse'e Degerli Esyalar tasidi. Kazanc: 179939$, 1 Skor ve 5 EXP Sure: 530 Saniye
21:49:7 | Jodor(9): senin yaptýðýn þahýsa hakarettir
21:49:8 | DarkFlow(6): adama hain diyosun
21:49:12 | OkanMutlu(8) oyuna girdi [IP: 94.123.88.98]
21:49:14 | Jodor(9): hain kelimesi aðýr bi kelimedir
21:49:14 | [CMD] eren1616(7) => /pm jador foruma þikayet açýn
21:49:19 | TIRCI(11): kýme dedým jodor sanamý 
21:49:22 | 
21:49:23 | {FFCC00}OkanMutlu(8) {FFFFFF}Kamyoncu olarak spawn oldu.
21:49:23 | OkanMutlu(8) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
21:49:24 | Jodor(9): A7 lerle konuþ 
21:49:24 | DarkFlow(6): senin yaptýgýn ön yargý yargýsýz infaza girer
21:49:24 | [CMD] nik0tin(13) => /mute 11 100 Tartýþma 
21:49:33 | [CMD] TIRCI(11) => /gc :
21:49:35 | selimdemote(14): jodor bize 1 günlük viplik ver
21:49:36 | [CMD] nik0tin(13) => /mute 9 100 Tartýþma 
21:49:49 | [SirketCHT] DarkFlow(6): ! çaya bakýp gelem :D
21:49:53 | [CMD] nik0tin(13) => /gc sakin lo alttrafý oyun 
21:49:56 | OkanMutlu(8) oyuna girdi [IP: 94.123.88.98]
21:50:2 | [CMD] Jodor(9) => /gc niko gerekeni yap
21:50:5 | 
21:50:8 | {FFCC00}OkanMutlu(8) Otobus Soforu olarak spawn oldu.
21:50:19 | [CMD] eren1616(7) => /get okan
21:50:22 | BahadrOkan12(12) oyuna girdi [IP: 85.109.74.185]
21:50:22 | selimdemote(14): niko adamlarý niye susturuyon
21:50:32 | [CMD] OkanMutlu(8) => /eval
21:50:33 | [CMD] TIRCI(11) => /gc selým hakkettýk sen karýsma
21:50:34 | nik0tin(13): tartýþma büyüyor 
21:50:42 | [CMD] TIRCI(11) => /gc saol genede 
21:50:46 | [CMD] TIRCI(11) => /work
21:50:48 | 
21:50:49 | [CMD] OkanMutlu(8) => /cik
21:50:53 | [CMD] OkanMutlu(8) => /ev
21:50:53 | [CMD] nik0tin(13) => /dtemizlee 
21:50:54 | {FFCC00}BahadrOkan12(12) {FFFFFF}Kamyoncu olarak spawn oldu.
21:50:57 | [CMD] eren1616(7) => /goto okan
21:50:57 | [CMD] nik0tin(13) => /dtemizle 
21:50:57 | [CMD] BahadrOkan12(12) => /sa
21:51:0 | [CMD] eren1616(7) => /goto okan
21:51:1 | selimdemote(14): asen býrakasaydýn ben küçültürdüm
21:51:1 | [CMD] nik0tin(13) => /aka 12 
21:51:2 | [CMD] Jodor(9) => /gc adam bana hakaret ediyor. hain diyor 
21:51:2 | [CMD] TIRCI(11) => /as
21:51:5 | [CMD] eren1616(7) => /goto okan
21:51:10 | [CMD] TIRCI(11) => /gc aleykum selam 
21:51:12 | [CMD] Jodor(9) => /gc yapmayacaksan foruma atýyorum
21:51:19 | [CMD] eren1616(7) => /atamir
21:51:21 | [CMD] TIRCI(11) => /gc sana dedmedým 
21:51:33 | [CMD] selimdemote(14) => /as
21:51:36 | [CMD] TIRCI(11) => /as
21:51:38 | TIRCI(11): hg
21:51:41 | OkanMutlu(8) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
21:51:42 | [CMD] eren1616(7) => /kick 8 Relog
21:51:48 | Bonnet237(8) oyuna girdi [IP: 94.55.170.176]
21:51:50 | selimdemote(14): benim acil para kamam lazým
21:51:51 | [CMD] BahadrOkan12(12) => /sirketdorse
21:51:55 | [CMD] Jodor(9) => /gc sana laglý diyen kim 
21:51:56 | selimdemote(14): benim acil para kasmam lazým
21:51:58 | nik0tin(13):  /work 
21:52:0 | [CMD] eren1616(7) => /sac
21:52:1 | 
21:52:4 | [CMD] TIRCI(11) => /gc sensýn 
21:52:6 | Bonnet237(8) Mafya olarak spawn oldu.
21:52:11 | selimdemote(14): nikotin biliyoz o kadarýnýda
21:52:11 | OkanMutlu(15) oyuna girdi [IP: 94.123.88.98]
21:52:19 | 
21:52:23 | [CMD] TIRCI(11) => /gc herkes dýyo 
21:52:24 | OkanMutlu(15) Yol Iscisi olarak spawn oldu.
21:52:25 | [CMD] Jodor(9) => /gc ee bana en azýndan laglýyým hain deðilim diyorsun
21:52:54 | [CMD] Jodor(9) => /c dark foruma konu açacam sonra görev yaparýz
21:52:56 | [CMD] eren1616(7) => /get okan
21:52:57 | selimdemote(14): herkesi hapse at nikotin görevde olanlarý atma
21:53:0 | [CMD] Bonnet237(8) => /work
21:53:0 | [CMD] TIRCI(11) => /gc ee
21:53:1 | [CMD] eren1616(7) => /get okan
21:53:2 | [CMD] Jodor(9) => /gc dark foruma konu açýyorum sonra konuþuruz
21:53:4 | nik0tin(13): o niye 
21:53:11 | [CMD] TIRCI(11) => /work
21:53:17 | [CMD] BahadrOkan12(12) => /rescue
21:53:17 | eren1616(7) OkanMutlu(15)'a 2500000$ para gönderdi
