0:0:1 | [CMD] Jodor(12) => /vipler 
21:44:29 | H.R.N.(22): yav sen görev býrakacan yeri söylemiþin
21:44:31 | BrownCute(18): Satýlýk iþ yeri bilen varmý??
21:44:33 | Fublary3003(12): report atarsanýz hakkým haram olsun
21:44:33 | Kemer(26) oyuna girdi [IP: 5.176.159.124]
21:44:34 | Kemer(26) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
21:44:34 | Younapo.(28): araç res admin
21:44:34 | CagatayBro(13): 12 de bekliyor
21:44:34 | [CMD] SiskoDayi(9) => /rehberler
21:44:36 | [CMD] eren1616(30) => /modifiye
21:44:38 | 
21:44:38 | [CMD] Gazapizm_(20) => /tamir
21:44:40 | DarkFlow(8): 1 çevik 1 polis :D
21:44:44 | [AsLt]Cicek.Abbas.(26) oyuna girdi [IP: 176.216.37.160]
21:44:44 | [CMD] Jodor(37) => /convoykontrol
21:44:44 | [LOCAL]tavsanpaladin55(16): atla
21:44:44 | [CMD] tavsanpaladin55(16) => /l atla
21:44:45 | [CMD] CagatayBro(13) => /sikayet 12 Konvoy beklemek
21:44:47 | sezzer(11): var
21:44:47 | [CMD] iYasinBey(19) => /jail 12 250 convoy bekleme
21:44:50 | [LOCAL]tavsanpaladin55(16): vurma araca hassar ekliyo
21:44:50 | [CMD] tavsanpaladin55(16) => /l vurma araca hassar ekliyo
21:44:50 | [eN]Overlord(33): o neydi
21:44:51 | [CMD] sezzer(11) => /work
21:44:52 | Jodor(37): harika
21:44:53 | {FFCC00}baraodichnl(25) {FFFFFF}Kamyoncu olarak spawn oldu.
21:44:53 | buyukustad(31): s
21:44:54 | [CMD] [eN]Overlord(33) => /tamir
21:44:55 | 
21:44:57 | [CMD] H.R.N.(22) => /asay Yardým Ýsteyen? Yolu Bulamayan?
21:44:57 | CagatayBro(13): diðer polisin nicki neydi
21:45:0 | [CMD] [vK]Jinx.(0) => /tamir
21:45:1 | {FFCC00}[AsLt]Cicek.Abbas.(26) {FFFFFF}Kamyoncu olarak spawn oldu.
21:45:2 | CagatayBro(13): ordaki arkdaki polisin
21:45:2 | [CMD] baraodichnl(25) => /rescue
21:45:3 | CagatayBro(13): idi si
21:45:3 | [CMD] Konyali42(35) => /pm 19 id 0 da
21:45:4 | [CMD] GSLIMERT(21) => /report 0 convoy beklýyor
21:45:7 | [CMD] Jodor(37) => /c diðeri kim
21:45:7 | Fublary3003(12): @0 ýda atýn
21:45:8 | [CMD] ubeydo(6) => /akilitle
21:45:8 | [CMD] eren1616(30) => /uyar 18 Ters Þerit
21:45:11 | [CMD] [AsLt]Cicek.Abbas.(26) => /rescue
21:45:12 | Konyali42(35): kaciyor
21:45:12 | [CMD] eren1616(30) => /admgiris
21:45:14 | kiral(17): sakn aðlamayýn :D
21:45:15 | [CMD] eren1616(30) => /uyar 18 Ters Þerit
21:45:15 | [CMD] BrownCute(18) => /tamir
21:45:15 | Fublary3003(12): @0 ýdýa atýn hapse
21:45:16 | [CMD] SiskoDayi(9) => /meslek
21:45:17 | [CMD] CagatayBro(13) => /sikayet 0 Konvoy Bekleme
21:45:18 | [CMD] [AsLt]Cicek.Abbas.(26) => /convoy
21:45:19 | [CMD] iYasinBey(19) => /spec 0
21:45:20 | [CMD] Jodor(37) => /report 0 convoy takip
21:45:20 | Fublary3003(12): oda bekledi
21:45:22 | CagatayBro(13): reis gerekli islemi yaparmýsýn
21:45:22 | [vK]Jinx.(0): ayrýldým
21:45:23 | ubeydo(6): @ 15 duzgun dur
21:45:23 | [CMD] Emirbaba3373(29) => /kemer
21:45:24 | [vK]Jinx.(0): oradan
21:45:25 | [CMD] eren1616(30) => /atamir
21:45:25 | CagatayBro(13): o da bekledi
21:45:25 | Younapo.(28): jinx bekliyordu haksýzlýk olmasýn 
21:45:25 | [CMD] SiskoDayi(9) => /rescue
21:45:28 | Konyali42(35): simdi ayrildin
21:45:28 | Chilgin[byhack](34): id 0 beklmiyo þu an yolda
21:45:29 | iYasinBey(19): jodor
21:45:32 | Fublary3003(12): haksýzlýklara dolý
21:45:33 | [CMD] iYasinBey(19) => /specoff
21:45:33 | {FFCC00}iYasinBey(19) {FFFFFF}Kamyoncu olarak spawn oldu.
21:45:34 | CagatayBro(13): þimdi gitti
21:45:36 | [CMD] tavsanpaladin55(16) => /work
21:45:37 | [CMD] DEDEKOK(36) => /work
21:45:38 | Younapo.(28): @34 bekliyordu o da 
21:45:38 | Fublary3003(12): hep bana yükleniyonuz
21:45:39 | CagatayBro(13): daha demin bekliyordu
21:45:39 | [vK]Jinx.(0): sonucta gittim
21:45:41 | Konyali42(35): chilgin simdi gitti yasinden kacti
21:45:43 | Fublary3003(12): adam kendi aðýzýyla diyo
21:45:43 | [vK]Jinx.(0): beklemedým
21:45:43 | Younapo.(28): @34 onu da atýn þahitim
21:45:45 | CagatayBro(13): ama cezaný almalýsýn
21:45:45 | Jodor(37): polisler harbour çýkýþýnda bekleyin
21:45:46 | [CMD] H.R.N.(22) => /r araba sürmeyi bilmiyo adam beni niye getirdin diyor
21:45:47 | [CMD] baraodichnl(25) => /modifiye
21:45:49 | [CMD] ubeydo(6) => /rescue
21:45:51 | Fublary3003(12): @0 ýda hapse atýn
21:45:52 | [CMD] SiskoDayi(9) => /admins
21:45:52 | iYasinBey(19): tm mi gencler
21:45:55 | iYasinBey(19): sorun yoksa
21:45:56 | CagatayBro(13): neyse
21:45:56 | Konyali42(35): degil
21:45:59 | Younapo.(28): Baþla baþla
21:46:0 | [CMD] GSLIMERT(21) => /c baþlat
21:46:1 | Fublary3003(12): @0 ýda hapse atýn
21:46:1 | iYasinBey(19): fublary
21:46:2 | BrownCute(18): sezzer biliyon mu satýlýk biyer olduðunu
21:46:3 | [CMD] Younapo.(28) => /c lets go
21:46:3 | Konyali42(35): id 0 da bekledi
21:46:4 | [CMD] SiskoDayi(9) => /pm 34 merhaba sayýn admýn bey
21:46:5 | Fublary3003(12): haksýzlký
21:46:6 | [CMD] Jodor(37) => /c baþlat
21:46:7 | iYasinBey(19): o gitti
21:46:9 | [CMD] Jodor(37) => /sirket
21:46:10 | [CMD] [eN]Overlord(33) => /cevir
21:46:10 | sezzer(11): evet
21:46:10 | CagatayBro(13): ilerde bekliyordur kesin neyse
21:46:11 | [CMD] CagatayBro(13) => /work
21:46:11 | [CMD] [eN]Overlord(33) => /tamir
21:46:13 | Konyali42(35): yasin seni görünce kacti
21:46:15 | Fublary3003(12): aha kendi aðýzyla diyor
21:46:15 | cCc.Bayram.cCC(38) oyuna girdi [IP: 88.231.20.26]
21:46:15 | [CMD] Younapo.(28) => /c can you start work ?
21:46:17 | eren1616(30) oyundan cIktI (Hata/Crash) (IP: 95.10.17.0)
21:46:18 | samogr(30) oyuna girdi [IP: 185.28.110.198]
21:46:18 | [CMD] DarkFlow(8) => /c baþlat
21:46:18 | BrownCute(18): neresi aga ya bide ne kadar
21:46:21 | [SirketCHT] Fublary3003(12): !
21:46:21 | [SirketCHT] Jodor(37): ! dark senin rekorunu egale edeyim mi :D
21:46:21 | [CMD] iYasinBey(19) => /spec 0
21:46:23 | 
21:46:24 | Fublary3003(12): beklemiyordum
21:46:26 | [CMD] Chilgin[byhack](34) => /pm 9 evt 
21:46:26 | 
21:46:26 | [CMD] kiral(17) => /meslek
21:46:26 | iYasinBey(19): görmedim onu ben
21:46:28 | [CMD] H.R.N.(22) => /asay Yardým Ýsteyen? Yolu Bulamayan?
21:46:28 | [CMD] Konyali42(35) => /asiriyuk
21:46:28 | [KGT]Ruhatcan(39) oyuna girdi [IP: 78.176.60.192]
21:46:29 | [CMD] CagatayBro(13) => /asiriyuk
21:46:29 | [CMD] GSLIMERT(21) => /tamir
21:46:30 | [CMD] cCc.Bayram.cCC(38) => /sac
21:46:30 | [CMD] DarkFlow(8) => /asiriyuk
21:46:32 | [CMD] cCc.Bayram.cCC(38) => /sa
21:46:32 | [CMD] DarkFlow(8) => /asiriyuk
21:46:32 | sezzer(11): lv yi gez knk motel falan var bikaç tane
21:46:33 | kiral(17) Itfaiyeci olarak spawn oldu.
21:46:35 | [CMD] [vK]Jinx.(0) => /as
21:46:36 | DEDEKOK(36): beyler
21:46:36 | iYasinBey(19): ve adam gidiyor hr çýkýþýna
21:46:37 | [CMD] [vK]Jinx.(0) => /tamir
21:46:37 | [CMD] H.R.N.(22) => /asay2 Yardým Ýsteyen? Yolu Bulamayan?
21:46:37 | [CMD] iYasinBey(19) => /as
21:46:37 | 
21:46:38 | [CMD] thunder(14) => /asw
21:46:38 | 
21:46:38 | [SirketCHT] cCc.Bayram.cCC(38): ! Selamýn aleykim
21:46:39 | {FFCC00}[KGT]Ruhatcan(39) {FFFFFF}Kamyoncu olarak spawn oldu.
21:46:40 | [CMD] CagatayBro(13) => /c dark yavaþ
21:46:40 | FurkanBey(40) oyuna girdi [IP: 88.230.136.66]
21:46:41 | [CMD] CagatayBro(13) => /c sakin
21:46:42 | [KGT]Ruhatcan(39): uður
21:46:43 | [CMD] Chilgin[byhack](34) => /pm 9 mesgulim de biraz cobuk sölermsin 
21:46:44 | [CMD] Jodor(37) => /c dark sakin
21:46:44 | DEDEKOK(36): gps filan yokmu yollarý bulmak zor
21:46:45 | BrownCute(18): eyw
21:46:45 | [SirketCHT] Fublary3003(12): ! aleykðm selam
21:46:46 | [CMD] GSLIMERT(21) => /asiriyuk
21:46:47 | [CMD] SiskoDayi(9) => /meslek
21:46:49 | [SirketCHT] DarkFlow(8): ! geç beni :D
21:46:49 | [CMD] kiral(17) => /work
21:46:49 | DEDEKOK(36): h.r.n nerdesin
21:46:49 | [CMD] Younapo.(28) => /asiriyuk
21:46:50 | [CMD] Younapo.(28) => /asiriyuk
21:46:50 | {FFCC00}SiskoDayi(9) {FFFFFF}Polis olarak spawn oldu.
21:46:51 | ubeydo(6): can reeeeeeeese
21:46:51 | 
21:46:52 | iYasinBey(19): beklerse atarým
21:46:52 | BrownCute(18): lv ne la
21:46:53 | ubeydo(6): can res
21:46:54 | [CMD] [AsLt]Cicek.Abbas.(26) => /asiriyuk
21:46:56 | [CMD] Jodor(37) => /vtamir
21:46:56 | [CMD] kiral(17) => /kemer
21:46:57 | {FFCC00}FurkanBey(40) {FFFFFF}Kamyoncu olarak spawn oldu.
21:46:57 | DEDEKOK(36): h.r.n
21:46:57 | [CMD] [AsLt]Cicek.Abbas.(26) => /asiriyuk
21:46:58 | [CMD] [AsLt]Cicek.Abbas.(26) => /asiriyuk
21:46:58 | [CMD] [AsLt]Cicek.Abbas.(26) => /asiriyuk
21:46:59 | [CMD] Younapo.(28) => /tamir
21:47:0 | [CMD] FurkanBey(40) => /admgiris
21:47:0 | [CMD] cCc.Bayram.cCC(38) => /admins
21:47:1 | [KGT]Ruhatcan(39): yasin uðura goto ol beni çek
21:47:1 | [CMD] DarkFlow(8) => /sirket
21:47:2 | [CMD] FurkanBey(40) => /sa
21:47:5 | [CMD] Konyali42(35) => /as
21:47:5 | [KGT]Ruhatcan(39):  /as
21:47:5 | [CMD] iYasinBey(19) => /a bune ya polisler çelikler mesken tutmuþlar 
21:47:6 | [CMD] GSLIMERT(21) => /as
21:47:6 | [CMD] iYasinBey(19) => /as
21:47:6 | [CMD] ubeydo(6) => /resvue
21:47:7 | [CMD] cCc.Bayram.cCC(38) => /as
21:47:7 | [CMD] [KGT]Ruhatcan(39) => /as
21:47:7 | tavsanpaladin55(16): las venturas en üst kýta brown
21:47:7 | [CMD] FurkanBey(40) => /uyar 6 harf uzatma
21:47:8 | DEDEKOK(36): bana diyor ki konya otogardan antalya otogara 6443 m
21:47:9 | [CMD] ubeydo(6) => /recue
21:47:9 | buyukustad(31) oyundan cIktI (Hata/Crash) (IP: 176.40.222.1)
21:47:10 | [CMD] SiskoDayi(9) => /admins
21:47:12 | [CMD] ubeydo(6) => /rescue
21:47:12 | DEDEKOK(36): as
21:47:14 | CagatayBro(13): yasin reis eyw
21:47:14 | [CMD] Chilgin[byhack](34) => /specoff
21:47:14 | [CMD] iYasinBey(19) => /a convoya mesken jail demi
21:47:15 | Chilgin[byhack](34) Itfaiyeci olarak spawn oldu.
21:47:16 | samogr(30) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
21:47:16 | [CMD] tavsanpaladin55(16) => /rescue
21:47:18 | iYasinBey(19): rica ederim 
21:47:19 | [CMD] SiskoDayi(9) => /pm 40 furkan bey
21:47:20 | [CMD] ubeydo(6) => /araba
21:47:21 | [CMD] thunder(14) => /cevir
21:47:21 | sezzer(11): sana mý sordu çingene
21:47:21 | DEDEKOK(36): bana diyor ki konya otogardan antalya otogara 6443 m h.r.n
21:47:22 | [CMD] FurkanBey(40) => /cantazele
21:47:24 | [CMD] cCc.Bayram.cCC(38) => /isteksarki 552
21:47:24 | buyukustad(30) oyuna girdi [IP: 176.40.222.1]
21:47:27 | tavsanpaladin55(16): kes ulen suri
21:47:27 | cCc.Bayram.cCC(38): ser. 
21:47:29 | [CMD] FurkanBey(40) => /pm 9 buyur 
21:47:30 | [CMD] DarkFlow(8) => /tamir
21:47:31 | [CMD] FurkanBey(40) => /admins
21:47:31 | [CMD] iYasinBey(19) => /cc
21:47:32 | [CMD] [tr]gamgam(27) => /motor
21:47:33 | DEDEKOK(36): bana diyor ki konya otogardan antalya otogara 6443 m h.r.n
21:47:34 | cCc.Bayram.cCC(38): seri kargocu olcak varmý
21:47:35 | [CMD] iYasinBey(19) => /dtenizle
21:47:37 | sezzer(11): bu araç suri sezzer e aitti
21:47:38 | [CMD] tavsanpaladin55(16) => /rescue
21:47:38 | eren1616(31) oyuna girdi [IP: 95.10.17.0]
21:47:38 | [CMD] Cht(23) => /tamir
21:47:38 | [CMD] iYasinBey(19) => /dtemizle
21:47:39 | [CMD] cCc.Bayram.cCC(38) => /convoy
21:47:40 | Younapo.(28): Irkçý
21:47:41 | tavsanpaladin55(16): qwewqewq
21:47:42 | [CMD] SiskoDayi(9) => /pm 40 sancaga nasýl ulasabýlýrým
21:47:42 | Younapo.(28): söylem yasak
21:47:44 | [KGT]Ruhatcan(39): uður swde deðilmi
21:47:44 | Younapo.(28): beyler
21:47:46 | [CMD] [tr]gamgam(27) => /motor
21:47:47 | [LOCAL]tavsanpaladin55(16): var dostum olmazmý ya
21:47:47 | [CMD] tavsanpaladin55(16) => /l var dostum olmazmý ya
21:47:48 | H.R.N.(22): dedekok nerdesin
21:47:49 | [KAMYONCU] zZPlayerZz, Silver Warehouse(Feri'yle)'den El Quebrados Depot'e Elektronik Esyalar tasidi. Kazanc: 90772$, 1 Skor ve 5 EXP Sure: 613 Saniye
21:47:51 | [LOCAL]tavsanpaladin55(16): kim sürüyor
21:47:51 | [CMD] tavsanpaladin55(16) => /l kim sürüyor
21:47:54 | [CMD] FurkanBey(40) => /pm 9 noldu söyle
21:47:54 | iYasinBey(19): ! jodor
21:47:55 | [CMD] [eN]Overlord(33) => /report 20 beleþ geçme giþeden konvoyumda
21:47:56 | 
21:47:57 | [LOCAL]tavsanpaladin55(16): tabiki de sen
21:47:57 | [CMD] tavsanpaladin55(16) => /l tabiki de sen
21:47:57 | [OTOBUSCU] Emirbaba3373, San Fierro Otogar'den Las Venturas Otogar'e Yolcu tasidi. Kazanc: 13238$ ve 3 Skor Sure: 648 Saniye
21:47:58 | [CMD] FurkanBey(40) => /pm 9 ben iletiyim 
21:47:59 | {FFCC00}buyukustad(30) {FFFFFF}Kamyoncu olarak spawn oldu.
21:48:0 | iYasinBey(19): hayda
21:48:1 | [CMD] cCc.Bayram.cCC(38) => /work
21:48:2 | [CMD] Emirbaba3373(29) => /work
21:48:2 | [eN]Overlord(33): gazap
21:48:3 | iYasinBey(19): jodor
21:48:3 | [CMD] FurkanBey(40) => /spec 20 
21:48:3 | [CMD] [tr]gamgam(27) => /motor
21:48:3 | [CMD] SiskoDayi(9) => /pm 40 satýn alým ile ilgili
21:48:3 | Jodor(37): hehe
21:48:4 | [eN]Overlord(33): dur
21:48:4 | [CMD] buyukustad(30) => /rescue
21:48:4 | [CMD] tavsanpaladin55(16) => /modifiye
21:48:7 | iYasinBey(19): þirketten atmýþsýn
21:48:8 | [CMD] [eN]Overlord(33) => /C dur gazpa
21:48:9 | [CMD] sezzer(11) => /tamir
21:48:11 | [CMD] Chilgin[byhack](34) => /goreviptal
21:48:12 | [CMD] H.R.N.(22) => /goto 36
21:48:13 | [CMD] [eN]Overlord(33) => /C thunderi beklyk
21:48:17 | [CMD] Jodor(37) => /pm 19 seni psn ye transfer ettik danger istedi :D
21:48:17 | [CMD] buyukustad(30) => /karakol
21:48:18 | [KGT]Ruhatcan(39): yasim
21:48:18 | [CMD] SiskoDayi(9) => /pm 40 hatta musaitsen sana bir iki soru sorayým
21:48:18 | [CMD] [vK]Jinx.(0) => /sirket
21:48:19 | DEDEKOK(36): h.r.n
21:48:20 | [KGT]Ruhatcan(39): yasin
21:48:20 | Gazapizm_(20): o nerde o
21:48:21 | [CMD] FurkanBey(40) => /pm 9 trucksamp.com dan ar ge yada soru cevapa 
21:48:22 | Jodor(37): pm ye bak
21:48:23 | Younapo.(28): la
21:48:23 | [KGT]Ruhatcan(39): uður çýktýmý
21:48:24 | [CMD] [vK]Jinx.(0) => /sirketler
21:48:24 | [CMD] [eN]Overlord(33) => /C geldi
21:48:24 | Younapo.(28): gitti
21:48:25 | H.R.N.(22): konya - antalyamý dede
21:48:25 | Younapo.(28): dorse ya
21:48:27 | DEDEKOK(36): konya otogardan antalya otogara diyor 5723 metre
21:48:28 | Younapo.(28): iki saniye oldu
21:48:28 | [vK]Jinx.(0): Þirket aranýr!
21:48:28 | buyukustad(30): polisler
21:48:28 | [LOCAL]tavsanpaladin55(16): bismillah
21:48:28 | [CMD] tavsanpaladin55(16) => /l bismillah
21:48:30 | [CMD] iYasinBey(19) => /pm 37 al beni þirkete yetkimide ver aga
21:48:31 | [CMD] [eN]Overlord(33) => /report 6 konvoy takip yasak
21:48:31 | [CMD] thunder(14) => /tamir
21:48:32 | [CMD] Gazapizm_(20) => /sac
21:48:32 | [CMD] [KGT]Ruhatcan(39) => /pm 37 reis þirket yetkilisi yaparmýsýn
21:48:33 | [LOCAL]tavsanpaladin55(16): geberiyok la
21:48:33 | [CMD] tavsanpaladin55(16) => /l geberiyok la
21:48:34 | [CMD] [KGT]Ruhatcan(39) => /sirket
21:48:34 | H.R.N.(22): takip et
21:48:35 | Younapo.(28): 10 saniye geçmeden dorse mi gider
21:48:35 | [eN]Overlord(33): @6 konvoty takip yasakw
21:48:36 | [CMD] Chilgin[byhack](34) => /spec 6
21:48:38 | buyukustad(30): polisler
21:48:39 | buyukustad(30): polisler
21:48:40 | Younapo.(28): çýldýrýyorum
21:48:40 | [CMD] iYasinBey(19) => /spec 6
21:48:40 | [CMD] tavsanpaladin55(16) => /kemer
21:48:40 | [CMD] [eN]Overlord(33) => /C hadi
21:48:40 | sezzer(11): gebeeer
21:48:41 | [CMD] [eN]Overlord(33) => /tamir
21:48:42 | [LOCAL]cCc.Bayram.cCC(38): biþi olmaz
21:48:42 | [CMD] cCc.Bayram.cCC(38) => /l biþi olmaz
21:48:42 | [CMD] SiskoDayi(9) => /pm 40 bu sirket kasasýna slot falan yazýyor nedýr o
21:48:43 | baraodichnl(25): poþis
21:48:45 | [vK]Jinx.(0): ?
21:48:48 | Chilgin[byhack](34) oyundan cIktI (Hata/Crash) (IP: 95.10.200.136)
21:48:48 | [CMD] Jodor(37) => /pm 39 yarýn yetkililer verecek
21:48:48 | baraodichnl(25): polis
21:48:50 | Younapo.(28): býktým bu bugdan þirketten de almadýk ki
21:48:52 | baraodichnl(25): polis
21:48:53 | buyukustad(30): þirkete gelsenize
21:48:53 | eren1616(31) oyundan cIktI (Hata/Crash) (IP: 95.10.17.0)
21:48:53 | [CMD] iYasinBey(19) => /jail 6 250 convoy bekleme
21:48:55 | baraodichnl(25): poþis
21:48:56 | [CMD] [KGT]Ruhatcan(39) => /pm 37 tamam ama beni unutma
21:48:58 | buyukustad(30): þirkete gelsenize
21:48:59 | baraodichnl(25): posü
21:49:0 | [CMD] FurkanBey(40) => /pm 9 þirket üye sayýsý yani 
21:49:1 | [LOCAL]tavsanpaladin55(16): aman abi panik atak var
21:49:1 | [CMD] tavsanpaladin55(16) => /l aman abi panik atak var
21:49:2 | [CMD] iYasinBey(19) => /specoff
21:49:3 | {FFCC00}iYasinBey(19) {FFFFFF}Kamyoncu olarak spawn oldu.
21:49:3 | [CMD] sezzer(11) => /pm 16 geber amua godoooom
21:49:3 | [LOCAL]tavsanpaladin55(16): :D
21:49:3 | [CMD] tavsanpaladin55(16) => /l :D
21:49:5 | iYasinBey(19): polisler
21:49:6 | [CMD] sezzer(11) => /work
21:49:6 | ubeydo(6): lan ne konvoy beklemesý
21:49:11 | iYasinBey(19): düzgünce görevinizi yapýn
21:49:11 | [CMD] Emirbaba3373(29) => /tamir
21:49:13 | [CMD] tavsanpaladin55(16) => /pm 11 geberen geberecen amýna kodumun orosbusu
21:49:14 | [CMD] Jodor(37) => /pm 19 yasin psn ye git. dangera söz verdim.
21:49:17 | iYasinBey(19): ubeydo specden izliyorum seni
21:49:18 | [CMD] FurkanBey(40) => /specoff
21:49:18 | {FFCC00}FurkanBey(40) {FFFFFF}Kamyoncu olarak spawn oldu.
21:49:20 | [CMD] baraodichnl(25) => /rescue
21:49:22 | [CMD] iYasinBey(19) => /pm 37 ne yaptým ben
21:49:25 | [CMD] buyukustad(30) => /sirketdorse
21:49:27 | FurkanBey(40): bende sizinle geliyimmi 
21:49:28 | [CMD] Fublary3003(12) => /3
21:49:28 | [CMD] DEDEKOK(36) => /31
21:49:29 | [CMD] FurkanBey(40) => /goto 20 
21:49:30 | Gazapizm_(20): efm
21:49:30 | [CMD] sezzer(11) => /pm 16 glu glu glu
21:49:31 | ubeydo(6): lan ben ceza kestým esc basýyordum yasýn boþ boþuna hapse atma
21:49:32 | [CMD] Fublary3003(12) => /31
21:49:32 | [CMD] FurkanBey(40) => /god
21:49:33 | [CMD] cCc.Bayram.cCC(38) => /tamir
21:49:34 | FurkanBey(40): konvoya
21:49:35 | Younapo.(28): Admin
21:49:36 | [CMD] iYasinBey(19) => /pm 37 ne yaptým ben
21:49:36 | {FFCC00}Fublary3003(12) {FFFFFF}Polis olarak spawn oldu.
21:49:37 | [CMD] buyukustad(30) => /rescue
21:49:39 | FurkanBey(40): evet
21:49:40 | [CMD] Fublary3003(12) => /rescue
21:49:41 | DEDEKOK(36): bekle
21:49:41 | [CMD] Jodor(37) => /pm 19 biþey yapmadýn üye istedi benden fazlaydý benim üyeler
21:49:43 | Gazapizm_(20): gel
21:49:45 | [CMD] tavsanpaladin55(16) => /pm 11 glu glu glu ney lan
21:49:47 | [LOCAL]CcCAtakan1907(32): knk 11100 olunca çýkýcam ben kargodan sýktý kargo
21:49:47 | [CMD] CcCAtakan1907(32) => /l knk 11100 olunca çýkýcam ben kargodan sýktý kargo
21:49:48 | [CMD] tavsanpaladin55(16) => /pm 11 A:SD:ASd
21:49:48 | [CMD] FurkanBey(40) => /goto 20 
21:49:51 | [CMD] sezzer(11) => /pm 16 hacýbekir loðumu
21:49:51 | Younapo.(28): Hani sadece þirket dorseleri bugtaydý
21:49:52 | ubeydo(6): yasin beyy
21:49:52 | [CMD] FurkanBey(40) => /goto 20  
21:49:52 | [CMD] iYasinBey(19) => /pm 37 ee
21:49:54 | [CMD] Jodor(37) => /pm 19 seni istedi dedim tamam
21:49:55 | iYasinBey(19): buyur
21:49:55 | Younapo.(28): dorsem kayboldu
21:49:56 | DEDEKOK(36): otobüsle dönmek zor
21:49:56 | [CMD] CagatayBro(13) => /c 1 kiþi cýkmýþi
21:49:58 | [CMD] tavsanpaladin55(16) => /pm 11 ahaha:H :ASD:Ad
21:49:59 | [CMD] SiskoDayi(9) => /pm 40 tamam tamam þimdi anladým kusura bakma kasaya 10m veriyor ve 10 slot arttýrýyor
21:50:1 | FurkanBey(40): bilmiyorum 
21:50:2 | ubeydo(6): ne boþboþuna hapse atýyon bený
21:50:2 | [CMD] sezzer(11) => /pm 16 olm ýþýklý tosun paþa yý bilmiyon mu
21:50:3 | [CMD] iYasinBey(19) => /pm 37 kendi þirketine mi
21:50:5 | [CMD] CagatayBro(13) => /convoykontrol
21:50:6 | [CMD] [eN]Overlord(33) => /tamir
21:50:6 | [CMD] tavsanpaladin55(16) => /pm 11 canýný siveyim senin
21:50:6 | [CMD] [SWAT]DeaD[POH](7) => /admins
21:50:7 | [CMD] H.R.N.(22) => /admins
21:50:8 | [CMD] Jodor(37) => /pm 19 evet
21:50:9 | [CMD] FurkanBey(40) => /pm 9 aynn ö.d 
21:50:9 | [CMD] cCc.Bayram.cCC(38) => /djler
21:50:9 | [CMD] [KGT]Ruhatcan(39) => /sirket
21:50:10 | [LOCAL]CcCAtakan1907(32): knk 11100 olunca çýkýcam ben kargodan sýktý kargo
21:50:10 | [CMD] CcCAtakan1907(32) => /l knk 11100 olunca çýkýcam ben kargodan sýktý kargo
21:50:11 | Younapo.(28): :(
21:50:11 | ubeydo(6): ben cezamký kestým esc bastýydým
21:50:12 | [CMD] iYasinBey(19) => /pm 37 tm
21:50:12 | [CMD] [SWAT]DeaD[POH](7) => /admins
21:50:15 | [CMD] FurkanBey(40) => /goto 20
21:50:17 | [eN]Overlord(33): esc basmadýn
21:50:19 | ubeydo(6): diðerkilere bakýyordum
21:50:20 | [CMD] Jodor(37) => /pm 19 yeni þirket açýldý. beylerbeyi açtý. danger da yardým ediyor
21:50:20 | iYasinBey(19): ubeydo
21:50:20 | Younapo.(28): Police find me
21:50:20 | [CMD] FurkanBey(40) => /convoy
21:50:22 | [eN]Overlord(33): yalan atma
21:50:23 | [CMD] Younapo.(28) => /araba
21:50:23 | iYasinBey(19): ben seni izledim
21:50:24 | [CMD] tavsanpaladin55(16) => /pm 11 hoppala glu glu glu glu
21:50:24 | [SirketCHT] [KGT]Ruhatcan(39): !hangi cani benim karavaný þirkete getirdi
21:50:26 | Gazapizm_(20): 5 skormu ?
21:50:28 | [CMD] [eN]Overlord(33) => /c tekrar yapalým mý beyler
21:50:29 | iYasinBey(19): kararýmý verdim
21:50:30 | [AsLt]Cicek.Abbas.(26): mutlaka geleceðiz
21:50:31 | [SirketCHT] Jodor(37): ! ruhat
21:50:33 | FurkanBey(40) oyundan cIktI (Hata/Crash) (IP: 88.230.136.66)
21:50:35 | [CMD] [eN]Overlord(33) => /c devammý
21:50:35 | [SirketCHT] [KGT]Ruhatcan(39): !he
21:50:36 | [CMD] BrownCute(18) => /rescue
21:50:37 | [CMD] thunder(14) => /c olur
21:50:37 | [CMD] [eN]Overlord(33) => /work
21:50:38 | [CMD] Gazapizm_(20) => /c daha seri yer yokmu
21:50:38 | sezzer(11): nasýl goydun azýnaa öyle getii bazýnaaaaeeeð
21:50:39 | [SirketCHT] Jodor(37): ! o araçlarýný nhepsini kaldýr
21:50:40 | ubeydo(6): ya ne ýzlemseý ýstedýgýn kadar seyret ben orda cezamý kestým esc bastým ya
21:50:42 | [SirketCHT] Jodor(37): ! iki araç býrak
21:50:43 | DEDEKOK(36): bekle
21:50:44 | eren1616(31) oyuna girdi [IP: 95.10.17.0]
21:50:45 | tavsanpaladin55(16): a.SDSA:D
21:50:46 | FurkanBey(34) oyuna girdi [IP: 88.230.136.66]
21:50:47 | [CMD] SiskoDayi(9) => /pm 40 sonuc olarak bu sahsi arkadaþa nereden ulaþabilirim 
21:50:48 | [CMD] Gazapizm_(20) => /tamir
21:50:51 | ubeydo(6): gelen geçen admýn oluyor iþte
21:50:52 | [SirketCHT] [KGT]Ruhatcan(39): !kaldýracamda lag býrakmýyoki
21:50:53 | sezzer(11): züzük eti cücük
21:50:56 | [CMD] BrownCute(18) => /meslek
21:50:56 | ubeydo(6): HAG GG
