0:0:1 | smosercan(11): yok ya 
22:0:50 | [CMD] TheFireman(19) => /tamir
22:0:50 | [LOCAL]H.R.N.(17): bende kaçýcam saten
22:0:50 | [CMD] H.R.N.(17) => /l bende kaçýcam saten
22:0:50 | Konyali42(11): lvl 35 yeah :D
22:0:52 | Hic(16): Hayýrýný gör
22:0:52 | [SirketCHT] Berkay08(9): ! Bozok candýr gerisi hic dir
22:0:53 | [CMD] Konyali42(11) => /tamir
22:0:54 | [CMD] BeylerBeyi(7) => /asay Ýstek Þarkýnýz Çalýnýyor. Ýyi Oyunlar Dileriz...
22:0:55 | [CMD] Konyali42(11) => /work
22:0:56 | Karpuzlupasta(14): .
22:0:56 | Konyali42(11): eyv
22:0:57 | [CMD] [eN]Overlord(15) => /sac
22:0:58 | [SirketCHT] Karpuzlupasta(14): ! aib
22:0:58 | [CMD] H.R.N.(17) => /adminol
22:0:59 | H.R.N.(17): bb
22:0:59 | eren1616(6) oyuna girdi [IP: 95.10.191.192]
22:0:59 | [eN]Overlord(15): Retrron
22:0:59 | Hic(16): öd
22:1:2 | [SirketCHT] Karpuzlupasta(14): ! yaað
22:1:3 | H.R.N.(17) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
22:1:4 | Berkay08(9): bb
22:1:4 | Hic(16): ßß
22:1:5 | [CMD] vevampire(22) => /isteksarki 31
22:1:6 | [SirketCHT] Karpuzlupasta(14): ! ortak yokmuü
22:1:6 | [SirketCHT] BeylerBeyi(7): ! noldu
22:1:7 | [CMD] BeylerBeyi(7) => /asay Ýstek Þarkýnýz Sýraya Alýnmýþtýr. Ýyi Oyunlar Dileriz...
22:1:8 | RavlyCoder(23): hic abi
22:1:8 | [CMD] BeylerBeyi(7) => /d 31
22:1:12 | [SirketCHT] Karpuzlupasta(14): ! çöpçü ortaðý oykmu
22:1:12 | Hic(16): Buyur
22:1:13 | [SirketCHT] BeylerBeyi(7): ! gelicem bekle
22:1:14 | [eN]Overlord(15): Retron
22:1:14 | [CMD] Berkay08(9) => /sirket
22:1:15 | [CMD] ASLANBEY(12) => /srespawncars
22:1:15 | Konyali42(11) Hic(16)'a 42$ para gönderdi
22:1:15 | [CMD] Konyali42(11) => /paragonder 16 42
22:1:17 | [SirketCHT] Karpuzlupasta(14): ! hadi çabuk
22:1:18 | RavlyCoder(23): gizli cöpü bana
22:1:18 | [SirketCHT] BeylerBeyi(7): ! eren
22:1:19 | [CMD] [eN]Overlord(15) => /tamir
22:1:20 | [CMD] TheFireman(19) => /work
22:1:20 | RavlyCoder(23): bulablrmsn
22:1:21 | [CMD] ASLANBEY(12) => /adminol
22:1:23 | Hic(16): Bulamam
22:1:24 | Berkay08(9): bb
22:1:26 | vevampire(22): 31 gizli çöpü bulana 10m
22:1:27 | Hic(16): Bende bilmiyom :d
22:1:27 | 
22:1:28 | Hic(16): ßß
22:1:29 | ASLANBEY(12) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
22:1:29 | {FFCC00}eren1616(6) {FFFFFF}Kamyoncu olarak spawn oldu.
22:1:31 | vevampire(22): kb
22:1:33 | [SirketCHT] BeylerBeyi(7): ! eren
22:1:34 | [eN]Overlord(15): @22 atmazsan.
22:1:35 | [CMD] eren1616(6) => /admgrisi
22:1:37 | [CMD] eren1616(6) => /admgiris
22:1:38 | vevampire(22): gizli çöpü bulana 10m
22:1:39 | [SirketCHT] eren1616(6): ! ?
22:1:41 | [SirketCHT] BeylerBeyi(7): ! dft-30 bide hangi araçtý
22:1:42 | [SirketCHT] eren1616(6): ! crash
22:1:45 | RavlyCoder(23): buldumm
22:1:45 | [CMD] BeylerBeyi(7) => /sirket
22:1:47 | [CMD] Tuan_Tiniay(13) => /tamir
22:1:47 | [SirketCHT] eren1616(6): ! flatbed alýyom ben onu
22:1:48 | vevampire(22): hatta 10m dil 9,5m
22:1:49 | [CMD] eren1616(6) => /sirket
22:1:49 | Hic(16): 5 dk geçsin sana 58$ atcam Reisim
22:1:49 | [SirketCHT] Karpuzlupasta(14): ! çöpçü oratðý oykmu
22:1:56 | vevampire(22): eyw
22:1:56 | RavlyCoder(23): buldum ver 10 m mi
22:1:58 | RavlyCoder(23): slþkdjfslkdjf
22:2:0 | vevampire(22): :F
22:2:6 | Konyali42(11): ne alaka 58 :D
22:2:7 | [CMD] BeylerBeyi(7) => /sapark
22:2:7 | vevampire(22): sen bendensin ama
22:2:10 | [CMD] BeylerBeyi(7) => /sapark
22:2:11 | RavlyCoder(23): sdþflsdflsjkdf
22:2:13 | Hic(16): Sivas
22:2:13 | vevampire(22): :D
22:2:15 | Konyali42(11): ha .d
22:2:16 | [CMD] eren1616(6) => /sirket
22:2:19 | [LOCAL]BeylerBeyi(7): tmmý
22:2:19 | [CMD] BeylerBeyi(7) => /l tmmý
22:2:19 | [CMD] Karpuzlupasta(14) => /araba
22:2:19 | Hic(16): :DD
22:2:20 | [eN]Overlord(15): Sivaas
22:2:21 | [CMD] TheFireman(19) => /work
22:2:21 | [CMD] BeylerBeyi(7) => /meslek
22:2:22 | vevampire(22): oyun donuyo
22:2:23 | vevampire(22): :D
22:2:25 | RavlyCoder(23): hadi gidek kurtulak su lanet ballas sokagýndan
22:2:26 | Hic(16): Biri sivasa biþimi dedi ?
22:2:28 | [LOCAL]eren1616(6): tmm eyw
22:2:28 | [CMD] eren1616(6) => /l tmm eyw
22:2:29 | [KAMYONCU] Berkay08, Harbour Island Warehouse'den Longway Warehouse'e Degerli Esyalar tasidi. Kazanc: 179939$, 1 Skor ve 5 EXP Sure: 553 Saniye
22:2:30 | [eN]Overlord(15): oasdjsaksajd
22:2:31 | [LOCAL]BeylerBeyi(7): rica
22:2:31 | [CMD] BeylerBeyi(7) => /l rica
22:2:31 | [CMD] eren1616(6) => /sirket
22:2:32 | vevampire(22): F
22:2:33 | BeylerBeyi(7) Cöpcü olarak spawn oldu.
22:2:35 | vevampire(22): ????
22:2:35 | [CMD] BeylerBeyi(7) => /rescue
22:2:38 | vevampire(22): :F
22:2:39 | Hic(16): Eyo Whats up my nigga
22:2:44 | [SirketCHT] BeylerBeyi(7): ! gel
22:2:44 | [CMD] Hic(16) => /asay Dj'lik Baþvurularý Açýlmýþtýr !!! >>>> www.trucksamp.com/forum  
22:2:47 | [CMD] eren1616(6) => /meslek
22:2:47 | [CMD] BeylerBeyi(7) => /sac
22:2:48 | [CMD] Berkay08(9) => /gobus
22:2:49 | vevampire(22) oyundan cIktI (Hata/Crash) (IP: 88.253.229.179)
22:2:50 | 
22:2:51 | [eN]Overlord(15): 299kmh
22:2:55 | Hic(16): Konyalý sen DJ ol knk
22:2:57 | [eN]Overlord(15): lan
22:3:0 | RavlyCoder(23): O.O
22:3:0 | Hic(16): Sana 0 günlük vip alcam
22:3:0 | [eN]Overlord(15): tren yoldan geçti
22:3:2 | [CMD] BeylerBeyi(7) => /work
22:3:3 | RavlyCoder(23): görev gitti
22:3:4 | [LOCAL]Karpuzlupasta(14): hadi
22:3:4 | [CMD] Karpuzlupasta(14) => /l hadi
22:3:5 | Konyali42(11): tmm /djolhicistedi
22:3:8 | Berkay08(9): aynn konyali 
22:3:8 | [eN]Overlord(15): tren yoldan geçti
22:3:9 | [LOCAL]BeylerBeyi(7): geldimi göre
22:3:9 | [CMD] BeylerBeyi(7) => /l geldimi göre
22:3:9 | RavlyCoder(23): vampir yaktýn beni
22:3:10 | [LOCAL]BeylerBeyi(7): geldimi görev
22:3:10 | [CMD] BeylerBeyi(7) => /l geldimi görev
22:3:13 | [CMD] Hic(16) => /kemer
22:3:14 | [LOCAL]Karpuzlupasta(14): geldi
22:3:14 | [CMD] Karpuzlupasta(14) => /l geldi
22:3:16 | RavlyCoder(23): hühühü
22:3:16 | [LOCAL]Karpuzlupasta(14): 10 çöp
22:3:16 | [CMD] Karpuzlupasta(14) => /l 10 çöp
22:3:17 | [CMD] TheFireman(19) => /tamir
22:3:17 | Hic(16): Sana 0 günlük vip alcam dj ol
22:3:17 | [CMD] eren1616(6) => /meslek
22:3:20 | RavlyCoder(23): aðlamak istiyom
22:3:21 | [eN]Overlord(15): ne güzel 2 99 görmüþtüm
22:3:22 | {FFCC00}eren1616(6) {FFFFFF}Dolmuþ Soforu olarak spawn oldu.
22:3:25 | Konyali42(11): hayirlisi diyelim
22:3:28 | [eN]Overlord(15): ne güzel 2 99 görmüþtüm tren yoldan geldi jsaldsajdasj
22:3:30 | Hic(16): Aynen
22:3:34 | RavlyCoder(23): týrcý olacak
22:3:35 | [LOCAL]Karpuzlupasta(14): ilk defa çöpçülük yapcam feedlersem kýzma
22:3:35 | [CMD] Karpuzlupasta(14) => /l ilk defa çöpçülük yapcam feedlersem kýzma
22:3:35 | RavlyCoder(23): ay
22:3:38 | RavlyCoder(23): cöpcü
22:3:39 | eren1616(6) oyundan cIktI (Hata/Crash) (IP: 95.10.191.192)
22:3:39 | [CMD] Berkay08(9) => /gobus
22:3:40 | RavlyCoder(23): aranýrr
22:3:44 | vevampire(6) oyuna girdi [IP: 88.253.229.179]
22:3:50 | [LOCAL]Karpuzlupasta(14): ilk defa çöpçülük yapcam feedlersem kýzma
22:3:50 | [CMD] Karpuzlupasta(14) => /l ilk defa çöpçülük yapcam feedlersem kýzma
22:3:51 | eren1616(8) oyuna girdi [IP: 95.10.191.192]
22:3:52 | [CMD] TheFireman(19) => /tamir
22:3:52 | Hic(16): Artýk Týrcýlarýn nesli tükeniyor
22:3:53 | [LOCAL]BeylerBeyi(7): :D
22:3:53 | [CMD] BeylerBeyi(7) => /l :D
22:3:55 | [LOCAL]BeylerBeyi(7): biþe olmaz
22:3:55 | [CMD] BeylerBeyi(7) => /l biþe olmaz
22:3:56 | [CMD] Konyali42(11) => /work
22:3:57 | [CMD] TheFireman(19) => /work
22:4:0 | 
22:4:0 | 
22:4:3 | {FFCC00}eren1616(8) {FFFFFF}Dolmuþ Soforu olarak spawn oldu.
22:4:5 | [CMD] BeylerBeyi(7) => /dtemizle
22:4:6 | [eN]Overlord(15): Berkay ile ikimiz kaldý
22:4:7 | [CMD] eren1616(8) => /admgiris
22:4:10 | vevampire(6) Cöpcü olarak spawn oldu.
22:4:14 | Hic(16): Tab Rengarenk
22:4:15 | vevampire(6): revly
22:4:15 | [CMD] Berkay08(9) => /meslek
22:4:18 | [CMD] Hic(16) => /asay Sorularýnýz var ise /sorusor komutu ile sorabilirsiniz...  
22:4:19 | Berkay08(9) Itfaiyeci olarak spawn oldu.
22:4:20 | RavlyCoder(23): vampire
22:4:20 | [CMD] eren1616(8) => /sac
22:4:25 | RavlyCoder(23): yaktýn beni
22:4:27 | vevampire(6): oyun crash verdi
22:4:29 | RavlyCoder(23): :d
22:4:30 | vevampire(6): :D
22:4:37 | [CMD] [eN]Overlord(15) => /karakol
22:4:37 | [CMD] RavlyCoder(23) => /tamir
22:4:38 | vevampire(6): ok zorladým oyunu
22:4:39 | [CMD] [eN]Overlord(15) => /karakol
22:4:42 | vevampire(6): cok zorladým oyunu
22:4:43 | [eN]Overlord(15): Tua
22:4:44 | [eN]Overlord(15): Tuan
22:4:46 | Tuan_Tiniay(13): he
22:4:48 | [eN]Overlord(15): iki dk meslek deðiþir misin
22:4:51 | RavlyCoder(23): seni almaya
22:4:52 | RavlyCoder(23): gelym
22:4:54 | [CMD] Tuan_Tiniay(13) => /meslek
22:4:56 | [eN]Overlord(15): polis olucam da karakoldan ceza ödüym
22:4:56 | [CMD] Hic(16) => /djler
22:4:57 | [CMD] Tuan_Tiniay(13) => /meslek
22:4:58 | vevampire(6): aynen lsdeyim
22:5:0 | [CMD] Berkay08(9) => /adminol
22:5:1 | Tuan_Tiniay(13) Mafya olarak spawn oldu.
22:5:13 | Hic(16): ßß
22:5:13 | [CMD] TheFireman(19) => /tamir
22:5:13 | [CMD] [eN]Overlord(15) => /karakol
22:5:13 | Karpuzlupasta(14): lag
22:5:13 | vevampire(6): yada ben cýkýyom kardeþim yarýn oynayalýmmý
22:5:14 | [LOCAL]Hic(16): Knk Dj lik zor iþ bea
22:5:14 | [CMD] Hic(16) => /l Knk Dj lik zor iþ bea
22:5:14 | Berkay08(9): ya da gitmiyom
22:5:17 | [CMD] eren1616(8) => /meslek
22:5:17 | [eN]Overlord(15): eyvallah
22:5:18 | [LOCAL]Karpuzlupasta(14): lag girdi
22:5:18 | [CMD] Karpuzlupasta(14) => /l lag girdi
22:5:18 | RavlyCoder(23): olr
22:5:19 | [CMD] [eN]Overlord(15) => /cezaode
22:5:20 | Tuan_Tiniay(13): öd
22:5:21 | [CMD] [eN]Overlord(15) => /meslek
22:5:21 | [CMD] TheFireman(19) => /work
22:5:22 | [LOCAL]BeylerBeyi(7): in topla :D
22:5:22 | [CMD] BeylerBeyi(7) => /l in topla :D
22:5:22 | [LOCAL]Konyali42(11): niye
22:5:22 | [CMD] Konyali42(11) => /l niye
22:5:23 | vevampire(6): iyi günler
22:5:25 | {FFCC00}[eN]Overlord(15) {FFFFFF}Polis olarak spawn oldu.
22:5:26 | eren1616(8) Yol Iscisi olarak spawn oldu.
22:5:26 | [CMD] vevampire(6) => /adminol
22:5:27 | [LOCAL]Karpuzlupasta(14): nasýl alcam
22:5:27 | [CMD] Karpuzlupasta(14) => /l nasýl alcam
22:5:27 | [CMD] vevampire(6) => /adminol
22:5:28 | [CMD] eren1616(8) => /sac
22:5:28 | [CMD] vevampire(6) => /adminol
22:5:29 | Berkay08(9): bb
22:5:29 | RavlyCoder(23): sanada iyi geceler.
22:5:29 | [CMD] [eN]Overlord(15) => /araba
22:5:29 | [LOCAL]Hic(16): Seri olman lazým
22:5:29 | [CMD] Hic(16) => /l Seri olman lazým
22:5:29 | [CMD] vevampire(6) => /adminol
22:5:30 | Hic(16): ßß
22:5:33 | [LOCAL]Hic(16): Mesela Sunucuda
22:5:33 | [CMD] Hic(16) => /l Mesela Sunucuda
22:5:35 | [eN]Overlord(15): Pol
22:5:36 | [CMD] BeylerBeyi(7) => /asay Ýstek Þarkýnýz Çalýnýyor. Ýyi Oyunlar Dileriz...
22:5:38 | [LOCAL]BeylerBeyi(7): kendisi alýyor
22:5:38 | [CMD] BeylerBeyi(7) => /l kendisi alýyor
22:5:40 | [CMD] [eN]Overlord(15) => /Kemer
22:5:40 | [LOCAL]Karpuzlupasta(14): kamyona çok yakýným çöpü alamam
22:5:40 | [CMD] Karpuzlupasta(14) => /l kamyona çok yakýným çöpü alamam
22:5:41 | [CMD] eren1616(8) => /uyar 23 Flood
22:5:41 | vevampire(6) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
22:5:42 | [LOCAL]Hic(16): 25 küsüratýnda kiþi varsa
22:5:42 | [CMD] Hic(16) => /l 25 küsüratýnda kiþi varsa
22:5:42 | [LOCAL]Karpuzlupasta(14): kamyona çok yakýným çöpü alamam git lan :D
22:5:42 | [CMD] Karpuzlupasta(14) => /l kamyona çok yakýným çöpü alamam git lan :D
22:5:43 | [CMD] [eN]Overlord(15) => /skapat
22:5:44 | [LOCAL]Karpuzlupasta(14): kamyona çok yakýným çöpü alamam git lan :D
22:5:44 | [CMD] Karpuzlupasta(14) => /l kamyona çok yakýným çöpü alamam git lan :D
22:5:44 | [LOCAL]Karpuzlupasta(14): kamyona çok yakýným çöpü alamam git lan :D
22:5:44 | [CMD] Karpuzlupasta(14) => /l kamyona çok yakýným çöpü alamam git lan :D
22:5:47 | [LOCAL]Hic(16): Ýstek gelir
22:5:47 | [CMD] Hic(16) => /l Ýstek gelir
22:5:47 | RavlyCoder(23): ben flood
22:5:49 | RavlyCoder(23): yapmadýmki
22:5:49 | eren1616(8): la yanlýþ id
22:5:54 | eren1616(8): puðð
22:5:56 | eren1616(8): pardon
22:5:58 | [LOCAL]Hic(16): Chatin akýþýndan göremezsin
22:5:58 | [CMD] Hic(16) => /l Chatin akýþýndan göremezsin
22:5:59 | [LOCAL]Konyali42(11): ee
22:5:59 | [CMD] Konyali42(11) => /l ee
22:5:59 | RavlyCoder(23): :d
22:6:1 | [LOCAL]BeylerBeyi(7): gel la
22:6:1 | [CMD] BeylerBeyi(7) => /l gel la
22:6:5 | [CMD] eren1616(8) => /uyar 6 Flood
22:6:6 | [LOCAL]Hic(16): Rehberlik basit
22:6:6 | [CMD] Hic(16) => /l Rehberlik basit
22:6:8 | eren1616(8): ?
22:6:9 | [eN]Overlord(15): TS de misin
22:6:13 | [LOCAL]Konyali42(11): ben görürüm sikinti yapma :D
22:6:13 | [CMD] Konyali42(11) => /l ben görürüm sikinti yapma :D
22:6:17 | RavlyCoder(23): çöpcü
22:6:19 | RavlyCoder(23): aranýr
22:6:19 | [LOCAL]Hic(16): Hiç kimse /sorusor u kullanmýyo
22:6:19 | [CMD] Hic(16) => /l Hiç kimse /sorusor u kullanmýyo
22:6:22 | [CMD] TheFireman(19) => /meslek
22:6:23 | eren1616(8): deðilim net kasýyor aþaþðýda misafir var
22:6:23 | TheFireman(19): geliyom
22:6:27 | [CMD] TheFireman(19) => /meslek
22:6:29 | [LOCAL]Hic(16): Yol kaybediyolar Admin gel
22:6:29 | [CMD] Hic(16) => /l Yol kaybediyolar Admin gel
22:6:31 | TheFireman(19) Cöpcü olarak spawn oldu.
22:6:32 | RavlyCoder(23): lsdeyim kanka
22:6:35 | [LOCAL]Hic(16): Bizim iþimiz ne
22:6:35 | [CMD] Hic(16) => /l Bizim iþimiz ne
22:6:37 | [eN]Overlord(15): evet evet
22:6:39 | eren1616(8): noldu eren ?
22:6:40 | TheFireman(19): þu senmisin
22:6:47 | RavlyCoder(23): yep
22:6:48 | [eN]Overlord(15): merak ettim
22:6:49 | [CMD] Hic(16) => /satt 12
22:6:49 | [CMD] RavlyCoder(23) => /tamir
22:6:50 | [CMD] TheFireman(19) => /work
22:6:52 | RavlyCoder(23): öne gel görevi
22:6:53 | [CMD] Hic(16) => /saat 12
22:6:54 | [CMD] Konyali42(11) => /work
22:6:56 | [CMD] TheFireman(19) => /work
22:6:57 | [CMD] RavlyCoder(23) => /work
22:7:0 | eren1616(8): þu misafirler bi gitse
22:7:1 | [CMD] Berkay08(9) => /adminol
22:7:3 | [LOCAL]Konyali42(11): bakalim
22:7:3 | [CMD] Konyali42(11) => /l bakalim
22:7:4 | eren1616(8): ßß
22:7:4 | Hic(16): ßß
22:7:4 | Konyali42(11): bb
22:7:5 | Berkay08(9) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
22:7:7 | [LOCAL]TheFireman(19): neyle alýyoduk çöpü
22:7:7 | [CMD] TheFireman(19) => /l neyle alýyoduk çöpü
22:7:8 | [LOCAL]Karpuzlupasta(14): go go go
22:7:8 | [CMD] Karpuzlupasta(14) => /l go go go
22:7:14 | [CMD] eren1616(8) => /meslek
22:7:17 | [LOCAL]RavlyCoder(23): yaklasýnca alýo
22:7:17 | [CMD] RavlyCoder(23) => /l yaklasýnca alýo
22:7:21 | eren1616(8) Mafya olarak spawn oldu.
22:7:27 | areesh(6) oyuna girdi [IP: 39.47.11.141]
22:7:35 | Hic(16): Uykum var yaw
22:7:39 | [CMD] eren1616(8) => /modifiye
22:7:43 | [LOCAL]Karpuzlupasta(14): hadii
22:7:43 | [CMD] Karpuzlupasta(14) => /l hadii
22:7:45 | [CMD] eren1616(8) => /modifiye
22:7:49 | RavlyCoder(23): ben bin skor olmadan yatamam
22:7:55 | RavlyCoder(23): rüyama girer
22:7:58 | Hic(16): Ben Yatarým
22:8:7 | [eN]Overlord(15): Ravly
22:8:11 | RavlyCoder(23): sen 8 binsin hic abi :D
22:8:13 | RavlyCoder(23): efendim
22:8:14 | Hic(16): :d
22:8:15 | [eN]Overlord(15): 1000 skor olunca polis olmazsan ben senin rüyana girerim
22:8:25 | [CMD] Konyali42(11) => /tamir
22:8:27 | RavlyCoder(23): olmadan cikcams
22:8:32 | RavlyCoder(23): fireman 
22:8:34 | BaRan_ReiS(9) oyuna girdi [IP: 78.164.11.103]
22:8:35 | TheFireman(19): pff
22:8:36 | [LOCAL]Karpuzlupasta(14): iyiydim bence :D
22:8:36 | [CMD] Karpuzlupasta(14) => /l iyiydim bence :D
22:8:36 | RavlyCoder(23): iki dakika beklermsin
22:8:37 | TheFireman(19): tamam
22:8:43 | 
22:8:45 | [CMD] [eN]Overlord(15) => /tamir
22:8:45 | [LOCAL]BeylerBeyi(7): iyiydin iyi :Dw
22:8:45 | [CMD] BeylerBeyi(7) => /l iyiydin iyi :Dw
22:8:48 | {FFCC00}BaRan_ReiS(9) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
22:8:50 | [CMD] [eN]Overlord(15) => /uyeal 19
22:8:50 | [CMD] BaRan_ReiS(9) => /sa
22:8:50 | RavlyCoder(23): hatta sen sür
22:8:51 | [CMD] eren1616(8) => /meslek
22:8:56 | BaRan_ReiS(9): çukur izleyen?
22:8:59 | Hic(16): Ben 3-4 ay sw yi býraktým býrakmasam þuan 10k idim
22:9:1 | [LOCAL]Karpuzlupasta(14): skorum olsa balýkçý olcam
22:9:1 | [CMD] Karpuzlupasta(14) => /l skorum olsa balýkçý olcam
22:9:3 | Hic(16): Aleyküm Selam.
22:9:4 | {FFCC00}eren1616(8) {FFFFFF}Polis olarak spawn oldu.
22:9:4 | RavlyCoder(23): <..>
22:9:6 | [LOCAL]Karpuzlupasta(14): 370 skor var
22:9:6 | [CMD] Karpuzlupasta(14) => /l 370 skor var
22:9:8 | [CMD] BaRan_ReiS(9) => /mytime 12
22:9:9 | BaRan_ReiS(9): :D
22:9:9 | RavlyCoder(23): :D
22:9:10 | areesh(6) 60 saniye içinde giriþ yapmadýðý için tekmelendi
22:9:10 | areesh(6) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
22:9:15 | Konyali42(11): <--->
22:9:15 | [CMD] eren1616(8) => /rescue
22:9:20 | [CMD] [eN]Overlord(15) => /uyeal 14
22:9:23 | Hic(16): >_<
22:9:23 | BaRan_ReiS(9): ben yamaç emrah amir vartolu yu seviyom
22:9:29 | [LOCAL]Karpuzlupasta(14): go 
22:9:29 | [CMD] Karpuzlupasta(14) => /l go 
22:9:30 | [CMD] BeylerBeyi(7) => /asay Ýstek Þarký Olmadýðý Ýçin Rastgele Açýlmýþtýr...
22:9:30 | [CMD] [eN]Overlord(15) => /sca
22:9:32 | [CMD] [eN]Overlord(15) => /sac
22:9:33 | [CMD] eren1616(8) => /rescue
22:9:34 | BaRan_ReiS(9): açýn bi türk marþý :D
22:9:35 | [LOCAL]BeylerBeyi(7): þarký açtým
22:9:35 | [CMD] BeylerBeyi(7) => /l þarký açtým
22:9:37 | [CMD] BeylerBeyi(7) => /asay Ýstek Þarký Ýçin " /isteksarki <id>" Komutu Ýle Bize Bildirebilirsiniz...
22:9:37 | [CMD] Hic(16) => /kemer
22:9:42 | BaRan_ReiS(9): türk marþý varmý
22:9:48 | Hic(16):  /isteksarki <id>
22:9:50 | [CMD] Hic(16) => /sac
22:9:51 | [CMD] eren1616(8) => /meslek
22:9:53 | BaRan_ReiS(9): id kaç ?
22:9:57 | {FFCC00}eren1616(8) Otobus Soforu olarak spawn oldu.
22:9:57 | [LOCAL]Karpuzlupasta(14): uzun yoldan gidiyon
22:9:57 | [CMD] Karpuzlupasta(14) => /l uzun yoldan gidiyon
22:10:0 | [CMD] eren1616(8) => /sac
22:10:5 | [LOCAL]Karpuzlupasta(14): kýsa yol vardý
22:10:5 | [CMD] Karpuzlupasta(14) => /l kýsa yol vardý
22:10:9 | [CMD] Hic(16) => /isteksarki 52
22:10:10 | [LOCAL]BeylerBeyi(7): boþver lo :D
22:10:10 | [CMD] BeylerBeyi(7) => /l boþver lo :D
22:10:12 | [CMD] BeylerBeyi(7) => /asay Ýstek Þarkýnýz Sýraya Alýnmýþtýr. Ýyi Oyunlar Dileriz...
22:10:12 | BaRan_ReiS(9): neyse youtebden açim
22:10:14 | [CMD] BeylerBeyi(7) => /d 52
22:10:15 | [CMD] eren1616(8) => /myskin 255
22:10:17 | [CMD] Konyali42(11) => /isteksarki 1324
22:10:19 | [CMD] BeylerBeyi(7) => /asay Ýstek Þarkýnýz Sýraya Alýnmýþtýr. Ýyi Oyunlar Dileriz...
22:10:21 | [CMD] BeylerBeyi(7) => /d 52-1324
22:10:22 | [CMD] Hic(16) => /pm 7 Volkan Konak - Izmir Marþý
22:10:28 | [CMD] [eN]Overlord(15) => /kemer
22:10:29 | [CMD] BeylerBeyi(7) => /pm 16 eyw knk
22:10:30 | Hic(16): Ben istek attým
22:10:36 | [CMD] eren1616(8) => /saat 19
22:10:37 | [eN]Overlord(15): motorum benim dondurma gibisin
22:10:38 | [CMD] [eN]Overlord(15) => /tamir
22:10:41 | [CMD] Hic(16) => /asay Dj'lik Baþvurularý Açýlmýþtýr !!! >>>> www.trucksamp.com/forum  
22:10:41 | [CMD] eren1616(8) => /saat 22
22:10:46 | [CMD] eren1616(8) => /work
22:10:51 | BaRan_ReiS(9): over
22:10:53 | [CMD] Konyali42(11) => /wor
22:10:53 | BaRan_ReiS(9): hayýrlý olsun
22:10:54 | [CMD] Konyali42(11) => /work
22:10:56 | [eN]Overlord(15): ney?
22:10:59 | BaRan_ReiS(9): polis olmuþsun
22:11:0 | Hic(16): Yaz meyvesi tadýnda
22:11:4 | [eN]Overlord(15): þaka mý bu
22:11:7 | Hic(16): Dondurma gibisin
22:11:7 | BaRan_ReiS(9): dyoo 
22:11:10 | BaRan_ReiS(9): hý pardon
22:11:11 | [eN]Overlord(15): ben ne zamandan beri polisim
22:11:16 | [eN]Overlord(15): 3k skorum var olm
22:11:19 | BaRan_ReiS(9): ben ilk defa senin polis oluðunu görd
22:11:21 | BaRan_ReiS(9): üm
22:11:22 | [CMD] eren1616(8) => /modifiye
22:11:23 | Hic(16): Hiç Týrcý yok yaw
22:11:26 | BaRan_ReiS(9): kafayý yemiþi
22:11:27 | [eN]Overlord(15): bu aralr þirkete katký saðlýyým dire
22:11:28 | BaRan_ReiS(9): m
22:11:34 | [eN]Overlord(15): bu aralr þirkete katký saðlýyým diye polis olmuyodm
22:11:34 | BaRan_ReiS(9): kafayý yemiþim k bakma
22:11:34 | RavlyCoder(23): kargo olmak istymw
22:11:39 | [LOCAL]BeylerBeyi(7): tamammý
22:11:39 | [CMD] BeylerBeyi(7) => /l tamammý
22:11:39 | [eN]Overlord(15): np
22:11:42 | [LOCAL]Karpuzlupasta(14): ALLAAAAAH
22:11:42 | [CMD] Karpuzlupasta(14) => /l ALLAAAAAH
22:11:43 | Hic(16): Sunucu Týrcýlýk üzerine kurulmuþ Týrcý yok :D
22:11:45 | [LOCAL]BeylerBeyi(7): .d
22:11:45 | [CMD] BeylerBeyi(7) => /l .d
22:11:46 | BaRan_ReiS(9): darýsý çeviðe
22:11:54 | Karpuzlupasta(14): pardon
22:11:56 | [eN]Overlord(15): @14 yavaaþ
22:11:57 | RavlyCoder(23): 1000 skor olmak istiyom
22:11:58 | Karpuzlupasta(14): slash basamadým :D
22:11:59 | RavlyCoder(23): hemde cok
22:12:5 | [eN]Overlord(15): 4K Skor olmak istiyorum
22:12:5 | [CMD] BeylerBeyi(7) => /admins
22:12:7 | Karpuzlupasta(14): 400 skor oldum lann
22:12:8 | Konyali42(11): ravly /basarimlar yap
22:12:12 | [CMD] BeylerBeyi(7) => /basarimlar
22:12:14 | [LOCAL]Karpuzlupasta(14): bi tane daha varmýsýn .D
22:12:14 | [CMD] Karpuzlupasta(14) => /l bi tane daha varmýsýn .D
22:12:16 | RavlyCoder(23): demin balikci
22:12:17 | [LOCAL]BeylerBeyi(7): :ASDA
22:12:17 | [CMD] BeylerBeyi(7) => /l :ASDA
22:12:18 | RavlyCoder(23): yaptm
22:12:18 | [CMD] eren1616(8) => /uar 14 Caps Off
22:12:21 | [LOCAL]Karpuzlupasta(14): ha
