0:0:9 | huso608(11): inceliyorum
21:2:49 | [ANTIHACK] Þüpheli Basrety(29) => Airbreak-hack
21:2:50 | [CMD] GravLaunch(27) => /work
21:2:51 | [CMD] oktayacar(11) => /sirket
21:2:52 | [CMD] eren1616(26) => /goto 21
21:2:53 | WinneRektt(21): konusacaklarýmýz var.
21:2:54 | Chilgin[byhack](30) oyuna girdi [IP: 95.10.234.230]
21:2:54 | [CMD] GravLaunch(27) => /work
21:2:56 | [SirketCHT] DangerTr07(35): ! yardimin lazim oktay kasmamýz lazim .d
21:2:56 | [CMD] ClipCamper20(31) => /tamir
21:2:56 | Dark_Alone_(20): of
21:2:56 | selimdemote(0): dark alone þunu çekte bende münibis alam
21:2:57 | [CMD] SamsunKaan55(16) => /dýsarýcýk
21:2:58 | [CMD] ClipCamper20(31) => /modifiye
21:3:2 | Dark_Alone_(20): dur 
21:3:3 | [CMD] SamsunKaan55(16) => /work
21:3:3 | [LOCAL]WinneRektt(21): þimdik
21:3:3 | [CMD] WinneRektt(21) => /l þimdik
21:3:4 | Dark_Alone_(20): ýsýnlýcak
21:3:4 | [CMD] GravLaunch(27) => /work
21:3:5 | [CMD] Strike(TR)(33) => /get 20
21:3:5 | [LOCAL]BoykoXD(7): knk 7 görev kaldý 12 k olmama
21:3:5 | [CMD] BoykoXD(7) => /L knk 7 görev kaldý 12 k olmama
21:3:6 | [CMD] eren1616(26) => /r hrn tp mi oldun ?
21:3:7 | Dark_Alone_(20): he 
21:3:7 | [CMD] Berkay08(19) => /d sýradaki istek 1539 ama þarkýlarda yok
21:3:8 | 
21:3:9 | 
21:3:9 | [CMD] GravLaunch(27) => /work
21:3:9 | KorkusuzKorkak(37) oyuna girdi [IP: 94.120.48.150]
21:3:9 | Dark_Alone_(20): saol helesý
21:3:9 | [LOCAL]WinneRektt(21): sen bi ts gel
21:3:9 | [CMD] WinneRektt(21) => /l sen bi ts gel
21:3:10 | [CMD] eren1616(26) => /r buna
21:3:11 | [CMD] Dark_Alone_(20) => /work
21:3:12 | Chilgin[byhack](30) Itfaiyeci olarak spawn oldu.
21:3:12 | [CMD] GravLaunch(27) => /work
21:3:14 | ClipCamper20(31): strike eyv
21:3:16 | burakcan3436(18) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
21:3:16 | [CMD] selimdemote(0) => /rentcar
21:3:16 | [CMD] BeylerBeyi(10) => /d o zman yok say
21:3:16 | [CMD] agareis150(12) => /admins
21:3:17 | Strike(TR)(33): +
21:3:17 | [CMD] SamsunKaan55(16) => /market
21:3:18 | [CMD] H.R.N.(22) => /r yardým flana dedi geldim
21:3:19 | [CMD] Hic(17) => /asay Animasyonlara bakmak için /animlist yazmanýz yeterlidir... 
21:3:19 | aliturkak(28): bu shamalý koyanýn ben gelmiþinin
21:3:19 | [CMD] Chilgin[byhack](30) => /admgiris
21:3:19 | [CMD] Hic(17) => /asay Hep ayný mesleði yapmaktanmý sýkýldýn ? /meslek komutu ile mesleðinizi deðiþtirebilirsiniz...  
21:3:21 | [CMD] BoykoXD(7) => /dtemizle
21:3:22 | [CMD] Chilgin[byhack](30) => /sa
21:3:22 | [CMD] Berkay08(19) => /d tm
21:3:23 | 
21:3:23 | [LOCAL]gorkemu24(23): kýsa görev yapacaktým acele ettýk
21:3:23 | [CMD] gorkemu24(23) => /l kýsa görev yapacaktým acele ettýk
21:3:24 | agareis150(12): chilgin
21:3:24 | aliturkak(28): arac res
21:3:25 | [CMD] Berkay08(19) => /as
21:3:25 | [CMD] Basrety(29) => /galeri
21:3:25 | Hic(17): Aleyküm Selam Hoþgeldin. 
21:3:25 | [CMD] eren1616(26) => /araba
21:3:25 | [LOCAL]WinneRektt(21): BÝ TS GELMEN GEREKÝYOR
21:3:25 | [CMD] WinneRektt(21) => /L BÝ TS GELMEN GEREKÝYOR
21:3:25 | [CMD] agareis150(12) => /as
21:3:26 | [CMD] BeylerBeyi(10) => /as
21:3:26 | {FFCC00}KorkusuzKorkak(37) {FFFFFF}Pilot olarak spawn oldu.
21:3:26 | [CMD] agareis150(12) => /as
21:3:28 | [CMD] Strike(TR)(33) => /as
21:3:28 | agareis150(12): chilgin
21:3:29 | [CMD] GravLaunch(27) => /as
21:3:31 | [CMD] selimdemote(0) => /as
21:3:31 | (BANKA) BrownCute(9) 1257 nolu banka hesabina 1000000$ yatirdi.
21:3:31 | [LOCAL]WinneRektt(21): BÝ TS GELMEN GEREKÝYOR
21:3:31 | [CMD] WinneRektt(21) => /L BÝ TS GELMEN GEREKÝYOR
21:3:31 | [CMD] KorkusuzKorkak(37) => /rescue
21:3:34 | [LOCAL]WinneRektt(21): BÝ TS GELMEN GEREKÝYOR
21:3:34 | [CMD] WinneRektt(21) => /L BÝ TS GELMEN GEREKÝYOR
21:3:34 | [CMD] H.R.N.(22) => /as
21:3:34 | Chilgin[byhack](30): efm
21:3:34 | SamsunKaan55(16) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
21:3:34 | agareis150(12): chilgin
21:3:36 | sezzer(16) oyuna girdi [IP: 85.96.129.130]
21:3:37 | agareis150(12): etk varmý
21:3:38 | [CMD] Dark_Alone_(20) => /meslek
21:3:38 | [LOCAL]eren1616(26): bin
21:3:38 | [CMD] eren1616(26) => /l bin
21:3:42 | Dark_Alone_(20) Gemici olarak spawn oldu.
21:3:42 | [CMD] GravLaunch(27) => /sarkiac 
21:3:42 | [CMD] eren1616(26) => /modifiye
21:3:42 | [CMD] oktayacar(11) => /sirket
21:3:45 | [CMD] Dark_Alone_(20) => /rescue
21:3:45 | [CMD] GravLaunch(27) => /sarkiac 1276
21:3:46 | ClipCamper20(31): hýzlý dimi eren
21:3:47 | 
21:3:47 | [CMD] WinneRektt(21) => /ar ts gel
21:3:47 | [CMD] Dark_Alone_(20) => /rescue
21:3:50 | agareis150(12): etk varmý
21:3:52 | [CMD] KorkusuzKorkak(37) => /fpslmit 20
21:3:53 | Chilgin[byhack](30): bilmm ben daha yeni girdim la sw 
21:3:53 | [CMD] ClipCamper20(31) => /meslek
21:3:54 | {FFCC00}sezzer(16) {FFFFFF}Kamyoncu olarak spawn oldu.
21:3:57 | ClipCamper20(31) Gemici olarak spawn oldu.
21:3:57 | [CMD] H.R.N.(22) => /asay Yardým Ýsteyen? Yolu Bulamayan?
21:3:58 | [CMD] sezzer(16) => /sa
21:3:59 | agareis150(12): yapsana knk
21:4:0 | [CMD] GravLaunch(27) => /as
21:4:1 | burakcan3436(18) oyuna girdi [IP: 88.247.112.178]
21:4:1 | [CMD] BeylerBeyi(10) => /as
21:4:1 | [LOCAL]eren1616(26): noldu
21:4:1 | [CMD] eren1616(26) => /l noldu
21:4:2 | [CMD] ClipCamper20(31) => /rescue
21:4:4 | [CMD] Berkay08(19) => /as
21:4:4 | selimdemote(0): galeride eðlence 5dk sonra baþlýcak gelene ikram konvoy olacak ahýra gidelecektir
21:4:5 | Hic(17): Beyler birlikte taqýlcaq varmý  ?
21:4:6 | Hic(17): Aleyküm Selam Hoþgeldin. 
21:4:9 | [CMD] KorkusuzKorkak(37) => /work
21:4:11 | [CMD] Berkay08(19) => /work
21:4:11 | [LOCAL]WinneRektt(21): hayýrdýr hic ugramýyosn?
21:4:11 | [CMD] WinneRektt(21) => /l hayýrdýr hic ugramýyosn?
21:4:12 | 
21:4:16 | [CMD] Basrety(29) => /KEMER
21:4:17 | GravLaunch(27): Kumarhane satan kiþiler --> /pm 27 
21:4:19 | [CMD] CagatayBro(34) => /t ikinizde de gemi var mý
21:4:19 | [LOCAL]eren1616(26): býraktým
21:4:19 | [CMD] eren1616(26) => /l býraktým
21:4:20 | sezzer(16): konvoy monvoy var mý
21:4:21 | agareis150(12): yapsana knk
21:4:21 | [CMD] Hic(17) => /goto 0
21:4:22 | BoykoXD(7): Bugun 3 t ane oldu etkinlik
21:4:24 | [CMD] ClipCamper20(31) => /t ben yapmýcam
21:4:26 | agareis150(12): chilhin
21:4:27 | [CMD] ClipCamper20(31) => /t o basarim alcak
21:4:27 | [CMD] CagatayBro(34) => /t gel gel
21:4:27 | [LOCAL]WinneRektt(21): sorun nedir ?
21:4:27 | [CMD] WinneRektt(21) => /l sorun nedir ?
21:4:28 | [CMD] sezzer(16) => /araba
21:4:29 | agareis150(12): yoo
21:4:30 | BoykoXD(7): Artýk sonra  yapýlýr
21:4:32 | agareis150(12): ne zön
21:4:33 | [CMD] CagatayBro(34) => /t var mý sende basarim
21:4:34 | [CMD] DangerTr07(35) => /Atamir
21:4:34 | [LOCAL]eren1616(26): burda adminim býrkatým
21:4:34 | [CMD] eren1616(26) => /l burda adminim býrkatým
21:4:36 | iYasinBey(13): selim
21:4:36 | [CMD] ClipCamper20(31) => /t var var
21:4:38 | DangerTr07(35): Adaþ
21:4:39 | [CMD] sezzer(16) => /rescue
21:4:40 | [CMD] Strike(TR)(33) => /asay Vip-Donator-Sirket-Giþe Vb Ürünlerimizden Almak Ýsteyenler www.trucksamp.com Dan Alabilirler 
21:4:40 | [CMD] iYasinBey(13) => /kemer
21:4:40 | DangerTr07(35): sezzer 
21:4:41 | [CMD] Dark_Alone_(20) => /t sa
21:4:42 | agareis150(12): userler deðiþti
21:4:43 | [CMD] ClipCamper20(31) => /t as
21:4:43 | {FFCC00}burakcan3436(18) {FFFFFF}Pilot olarak spawn oldu.
21:4:44 | selimdemote(0): he
21:4:44 | [CMD] CagatayBro(34) => /t as
21:4:44 | sezzer(16): he kn
21:4:46 | DqknMrc(38) oyuna girdi [IP: 88.238.148.138]
21:4:47 | iYasinBey(13): tm mýyýz
21:4:47 | [CMD] Dark_Alone_(20) => /t olum gemýcý olma unuttum
21:4:48 | [LOCAL]WinneRektt(21): o zaman senden bisi rica edicem
21:4:48 | [CMD] WinneRektt(21) => /l o zaman senden bisi rica edicem
21:4:49 | [LOCAL]Basrety(29): hadi
21:4:49 | [CMD] Basrety(29) => /l hadi
21:4:51 | [CMD] BrownCute(9) => /tamir
21:4:53 | [LOCAL]eren1616(26): ?
21:4:53 | [CMD] eren1616(26) => /l ?
21:4:54 | [CMD] Hic(17) => /asay Vip-donator-þirket vb. almak isteyenler forum ----> www.trucksamp.com/forum 
21:4:55 | [CMD] ClipCamper20(31) => /t :D
21:4:55 | [CMD] CagatayBro(34) => /t gemicisin zaten
21:4:55 | [CMD] iYasinBey(13) => /tamir
21:4:56 | [CMD] Hic(17) => /asay Hep ayný mesleði yapmaktanmý sýkýldýn ? /meslek komutu ile mesleðinizi deðiþtirebilirsiniz..w.  
21:4:56 | [CMD] DangerTr07(35) => /pm 16 len gelsene 1 haftalýgýna bizim þirkete :D 
21:4:57 | GravLaunch(27): Kumarhane satan kiþiler --> /pm 27 
21:4:57 | [CMD] Chilgin[byhack](30) => /gobus
21:4:58 | sezzer(16): araç res
21:5:3 | [CMD] Dark_Alone_(20) => /t tekneyý býraktým
21:5:4 | selimdemote(0): 5 kiþi lazým
21:5:5 | [CMD] DangerTr07(35) => /pm 16 hüseyine söyle izin verirse gel 
21:5:6 | [CMD] WinneRektt(21) => /r hesabýnýn içinde para varmýydý ?
21:5:6 | Dark_Alone_(20): no arac res degýl
21:5:10 | [CMD] sezzer(16) => /pm 35 art mý
21:5:10 | [LOCAL]WinneRektt(21): hesabýnýn içinde para varmýydý ?
21:5:10 | [CMD] WinneRektt(21) => /l hesabýnýn içinde para varmýydý ?
21:5:11 | [CMD] burakcan3436(18) => /kemer
21:5:11 | [CMD] eren1616(26) => /atamir
21:5:13 | [CMD] BeylerBeyi(10) => /tamir
21:5:14 | [CMD] CagatayBro(34) => /c tekne gene mi kayboldu
21:5:15 | [LOCAL]gorkemu24(23): amdinlik zor mu
21:5:15 | [CMD] gorkemu24(23) => /l amdinlik zor mu
21:5:15 | selimdemote(0): herkeze 1m
21:5:15 | Beyazz(39) oyuna girdi [IP: 176.218.98.132]
21:5:16 | [CMD] DangerTr07(35) => /pm 16 PSN lo w
21:5:16 | ClipCamper20(31): arac res yapmayýn 2 dk
21:5:17 | Hic(17): Harun'da var
21:5:17 | BoykoXD(7): Arac res geliyor!!!
21:5:18 | [CMD] agareis150(12) => /sirket
21:5:18 | BoykoXD(7): Arac res geliyor!!!
21:5:20 | selimdemote(0): 10m var
21:5:20 | [LOCAL]eren1616(26): evet
21:5:20 | [CMD] eren1616(26) => /l evet
21:5:20 | iYasinBey(13): dur
21:5:20 | [CMD] BoykoXD(7) => /respawncars
21:5:20 | [CMD] CagatayBro(34) => /t tekne gene mi kayboldu
21:5:20 | [CMD] BoykoXD(7) => /cantazele
21:5:21 | [LOCAL]gorkemu24(23): amdinlik zor mu
21:5:21 | [CMD] gorkemu24(23) => /l amdinlik zor mu
21:5:21 | Dark_Alone_(20): noooooow
21:5:21 | ClipCamper20(31): bi yapmayýn
21:5:22 | [CMD] Chilgin[byhack](30) => /icergiri
21:5:23 | iYasinBey(13): adam dur dedi
21:5:23 | [CMD] CagatayBro(34) => /t gel gel
21:5:23 | [CMD] aliturkak(28) => /tamir
21:5:24 | [LOCAL]BoykoXD(7): dur
21:5:24 | [CMD] BoykoXD(7) => /l dur
21:5:24 | [LOCAL]Basrety(29): ilk ben
21:5:24 | [CMD] Basrety(29) => /l ilk ben
21:5:24 | [CMD] DangerTr07(35) => /pm 16 Bozokun 3'üncü ortak þirktine :D 
21:5:26 | [CMD] CagatayBro(34) => /t porto tugaya gel
21:5:26 | [CMD] Chilgin[byhack](30) => /icergir
21:5:26 | [LOCAL]WinneRektt(21): ne kadar vardý ?
21:5:26 | [CMD] WinneRektt(21) => /l ne kadar vardý ?
21:5:27 | [CMD] H.R.N.(22) => /araba
21:5:28 | [LOCAL]gorkemu24(23): gel 
21:5:28 | [CMD] gorkemu24(23) => /l gel 
21:5:29 | Beyazz(39) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
21:5:30 | CagatayBro(34): tamam sorun yokt
21:5:32 | [CMD] Chilgin[byhack](30) => /icerigir
21:5:32 | [CMD] iYasinBey(13) => /a boyko hiç mi chate bakmýyon
21:5:33 | [CMD] iYasinBey(13) => /tamir
21:5:33 | CagatayBro(34): ben vericem gemimi
21:5:34 | [SirketCHT] agareis150(12): ! ahmutu çýkarýn þirketten banlý o
21:5:35 | [LOCAL]eren1616(26): 500m civarý
21:5:35 | [CMD] eren1616(26) => /l 500m civarý
21:5:36 | ordulukral523152(36) oyundan cIktI (Hata/Crash) (IP: 78.171.226.196)
21:5:36 | ClipCamper20(31): eren gitti
21:5:38 | ClipCamper20(31): gemi
21:5:39 | ClipCamper20(31): býrak
21:5:39 | [CMD] CagatayBro(34) => /t porto tugaya gel
21:5:40 | DqknMrc(38) oyundan cIktI (Hata/Crash) (IP: 88.238.148.138)
21:5:41 | [CMD] sezzer(16) => /pm 36 knk hüseyine maaþdan sonra 1 hafta art geççem dedim
21:5:41 | [LOCAL]BoykoXD(7): olum görmedim ya
21:5:41 | [CMD] BoykoXD(7) => /l olum görmedim ya
21:5:41 | [CMD] CagatayBro(34) => /t porto tugaya gel
21:5:42 | [CMD] Berkay08(19) => /dtemizle
21:5:44 | eren1616(26): noldu ?
21:5:45 | selimdemote(0): yasin birilerini yanýna çek
21:5:45 | [CMD] Berkay08(19) => /work
21:5:45 | [CMD] Chilgin[byhack](30) => /isyerimenu
21:5:45 | ClipCamper20(31): dur dediðimiz halde durmuyolar ya
21:5:46 | [LOCAL]WinneRektt(21): býraktýysan verebilirmisin?
21:5:46 | [CMD] WinneRektt(21) => /l býraktýysan verebilirmisin?
21:5:46 | [CMD] Strike(TR)(33) => /uyar 20 Harf Uzatýmý
21:5:47 | [CMD] CagatayBro(34) => /t /rescue den
21:5:48 | [CMD] sezzer(16) => /pm 35 knk hüseyine maaþdan sonra 1 hafta art geççem dedim
21:5:49 | [SirketCHT] agareis150(12): ! ahmutu çýkarýn þirketten banlý o
21:5:51 | [CMD] DangerTr07(35) => /uyeal 29 
21:5:51 | [CMD] cCc.Bayram.cCC(8) => /c ager nerdesin
21:5:52 | DqknMrc(36) oyuna girdi [IP: 88.238.148.138]
21:5:52 | iYasinBey(13): olmaz
21:5:52 | [LOCAL]gorkemu24(23): birþey olmaz sýkma canýný
21:5:52 | [CMD] gorkemu24(23) => /l birþey olmaz sýkma canýný
21:5:52 | [LOCAL]WinneRektt(21): para lazm
21:5:52 | [CMD] WinneRektt(21) => /l para lazm
21:5:52 | [CMD] eren1616(26) => /atamir
21:5:54 | [CMD] agareis150(12) => /uyeal
21:5:54 | [CMD] cCc.Bayram.cCC(8) => /convoy
21:5:56 | [CMD] GravLaunch(27) => /goreviptal
21:5:56 | [CMD] Berkay08(19) => /asay istek þarkýnýz çalýnýyor.iyi oyunlar dileriz...
21:5:56 | [CMD] sezzer(16) => /pm 35 ondan sonra da size gelirim
21:5:58 | BoykoXD(7): Kardeþim görmedin
21:6:0 | [CMD] CagatayBro(34) => /tamir
21:6:0 | BoykoXD(7): Kardeþim görmedim
21:6:4 | [SirketCHT] Basrety(29): !sa
21:6:4 | [LOCAL]WinneRektt(21): sifren neydi.
21:6:4 | [CMD] WinneRektt(21) => /l sifren neydi.
21:6:5 | [CMD] DangerTr07(35) => /pm 16 art degil psn gel :D art'a üye cok bizde kasan az :D 
21:6:5 | [LOCAL]eren1616(26): mlsf geri baþlayada bilirim belli olmaz her zaman b planý o
21:6:5 | [CMD] eren1616(26) => /l mlsf geri baþlayada bilirim belli olmaz her zaman b planý o
21:6:5 | [CMD] iYasinBey(13) => /cantazele
21:6:5 | CagatayBro(34): yaw  sorun yok ben vericem gemiyi
21:6:5 | [CMD] iYasinBey(13) => /cantazele
21:6:6 | 
21:6:6 | [CMD] iYasinBey(13) => /cantazele
21:6:6 | [CMD] iYasinBey(13) => /cantazele
21:6:6 | [CMD] iYasinBey(13) => /cantazele
21:6:6 | [CMD] iYasinBey(13) => /cantazele
21:6:6 | [CMD] iYasinBey(13) => /cantazele
21:6:6 | [CMD] iYasinBey(13) => /cantazele
21:6:6 | [CMD] iYasinBey(13) => /cantazele
21:6:6 | [CMD] iYasinBey(13) => /cantazele
21:6:6 | [CMD] iYasinBey(13) => /cantazele
21:6:6 | [CMD] iYasinBey(13) => /cantazele
21:6:6 | [CMD] ClipCamper20(31) => /rescue
21:6:6 | [CMD] iYasinBey(13) => /cantazele
21:6:6 | [CMD] iYasinBey(13) => /cantazele
21:6:6 | [CMD] iYasinBey(13) => /cantazele
21:6:6 | [CMD] iYasinBey(13) => /cantazele
21:6:6 | [CMD] iYasinBey(13) => /cantazele
21:6:6 | [CMD] iYasinBey(13) => /cantazele
21:6:7 | iYasinBey(13) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
21:6:7 | [SirketCHT] DangerTr07(35): ! as hg 
21:6:8 | selimdemote(0): aman baþlýyoz hadi bismillah
21:6:8 | [SirketCHT] BeylerBeyi(10): ! as
21:6:8 | CagatayBro(34): yaw  sorun yok ben vericem gemiyi
21:6:9 | [CMD] eren1616(26) => /cc
21:6:10 | GravLaunch(27): oh
21:6:10 | [SirketCHT] agareis150(12): ! strike
21:6:11 | [CMD] Strike(TR)(33) => /cc
21:6:11 | {FFCC00}DqknMrc(36) {FFFFFF}Kamyoncu olarak spawn oldu.
21:6:11 | [CMD] ClipCamper20(31) => /rescue
21:6:11 | aliturkak(28): yas
21:6:12 | selimdemote(0): aman baþlýyoz hadi bismillah
21:6:12 | [SirketCHT] Basrety(29): !HB
21:6:13 | [LOCAL]WinneRektt(21): sifren neydi.
21:6:13 | [CMD] WinneRektt(21) => /l sifren neydi.
21:6:14 | [SirketCHT] agareis150(12): ! strike
21:6:15 | [CMD] GravLaunch(27) => /work
21:6:16 | [CMD] eren1616(26) => /a yasin napýyon
21:6:16 | [CMD] Strike(TR)(33) => /A napyon yasin
21:6:18 | [CMD] DangerTr07(35) => /A ya amk keybinds'in sizin 
21:6:19 | ClipCamper20(31): eyv
21:6:19 | [SirketCHT] agareis150(12): ! strike
21:6:20 | [LOCAL]eren1616(26): mlsf geri baþlayada bilirim belli olmaz her zaman b planý o
21:6:20 | [CMD] eren1616(26) => /l mlsf geri baþlayada bilirim belli olmaz her zaman b planý o
21:6:20 | [CMD] sezzer(16) => /convoy
21:6:21 | [CMD] selimdemote(0) => /tamir
21:6:21 | aliturkak(28): yasin uçtu :D
21:6:23 | FirstMoonTR(24): gençler arabam döndü ne yapmalýyým
21:6:24 | Hic(17): Ahýramý ?
21:6:26 | [CMD] ClipCamper20(31) => /t eren
21:6:26 | [CMD] Hic(17) => /sac
21:6:27 | GravLaunch(27):  /flip
21:6:27 | [CMD] CagatayBro(34) => /t /akilitle , /kemer
21:6:29 | GravLaunch(27):  /cevir
21:6:29 | Dark_Alone_(20): ne
21:6:29 | [CMD] FirstMoonTR(24) => /dondur
21:6:30 | [CMD] burakcan3436(18) => /work
21:6:31 | [CMD] WinneRektt(21) => /flip
21:6:31 | [CMD] DqknMrc(36) => /getcar
21:6:31 | [CMD] DangerTr07(35) => /Sirket
21:6:32 | [CMD] Strike(TR)(33) => /A /cantazele keybind mi yapýyon aq yuh
21:6:32 | selimdemote(0): ayn
21:6:32 | [CMD] CagatayBro(34) => /t bunlarý yaz
21:6:33 | [CMD] ClipCamper20(31) => /t gel porto tugay
21:6:33 | [CMD] WinneRektt(21) => /flip
21:6:33 | [CMD] Hic(17) => /asay /rescue Komutu ile mesleðinin spawn noktalarýna ulaþabilirsin...  
21:6:34 | [CMD] oktayacar(11) => /sac
21:6:34 | [CMD] CagatayBro(34) => /t /akilitle , /kemer
21:6:35 | [CMD] Hic(17) => /asay Sorularýnýz var ise /sorusor komutu ile sorabilirsiniz...  
21:6:36 | [LOCAL]WinneRektt(21): hadi eyw
21:6:36 | [CMD] WinneRektt(21) => /l hadi eyw
21:6:39 | [CMD] GravLaunch(27) => /goreviptal
21:6:39 | [CMD] DqknMrc(36) => /komutlar
21:6:40 | [CMD] GravLaunch(27) => /work
21:6:40 | [CMD] ClipCamper20(31) => /t oke eyv
21:6:41 | [LOCAL]eren1616(26): ßß
21:6:41 | [CMD] eren1616(26) => /l  ßß
21:6:41 | [CMD] CagatayBro(34) => /t clipcamper
21:6:41 | H.R.N.(22):  /cevir
21:6:43 | [CMD] Dark_Alone_(20) => /t tekne var
21:6:43 | [CMD] FirstMoonTR(24) => /sorusor arabam döndü ne yapmalýyým
21:6:43 | [SirketCHT] agareis150(12): ! strike
21:6:44 | [CMD] DangerTr07(35) => /dtemil 
21:6:46 | [CMD] DangerTr07(35) => /dtemizle
21:6:46 | [CMD] Dark_Alone_(20) => /t tekne yok
21:6:46 | [CMD] ClipCamper20(31) => /t Porto Tugay gel eren
21:6:47 | [LOCAL]WinneRektt(21): gel biraz daha konusalým senle
21:6:47 | [CMD] WinneRektt(21) => /l gel biraz daha konusalým senle
21:6:47 | [CMD] CagatayBro(34) => /t girdikten sonra bunlarý yazsýn
21:6:47 | [CMD] cCc.Bayram.cCC(8) => /isteksarki 1576
21:6:47 | [SirketCHT] Strike(TR)(33): ! yes
21:6:48 | [CMD] Hic(17) => /sorular
21:6:49 | [CMD] eren1616(26) => /sorulþar
21:6:49 | [CMD] H.R.N.(22) => /sorular
21:6:50 | [LOCAL]WinneRektt(21): sen
21:6:50 | [CMD] WinneRektt(21) => /l sen
21:6:50 | [CMD] BoykoXD(7) => /paragonder 300000
21:6:50 | [CMD] eren1616(26) => /sorular
21:6:51 | [CMD] BeylerBeyi(10) => /asay Ýstek þarkýnýz sýraya alýnmýþtýr... 
21:6:52 | [CMD] ClipCamper20(31) => /t rescue ile
21:6:53 | [CMD] ClipCamper20(31) => /t gel
21:6:54 | [CMD] Hic(17) => /sorukabýul 24
21:6:54 | [CMD] H.R.N.(22) => /sorukabul 24
21:6:54 | [SirketCHT] agareis150(12): ! ahmutu çýkarýn þirketten banlý o
21:6:57 | [CMD] Dark_Alone_(20) => /rescue
21:6:57 | [CMD] CagatayBro(34) => /t kardeþim /rescue ile porto tugaya gel
21:6:58 | BoykoXD(7) ClipCamper20(31)'a 300000$ para gönderdi
21:6:58 | [CMD] BoykoXD(7) => /paragonder 31 300000
21:6:59 | [CMD] Hic(17) => /tamir
21:6:59 | EmirhanOsalTR(32) oyundan cIktI (Hata/Crash) (IP: 78.179.117.176)
21:7:1 | [CMD] CagatayBro(34) => /t arkadaþýn vercke tekneyi sana
21:7:2 | [CMD] eren1616(26) => /yred
21:7:3 | [CMD] H.R.N.(22) => /ypm buyrun?
21:7:3 | [CMD] Dark_Alone_(20) => /rescue
21:7:4 | BoykoXD(7): Al kardeþim görev parasý
21:7:4 | [CMD] cCc.Bayram.cCC(8) => /pm 10 aogdan sonra beylerbeyi :D
21:7:4 | [SirketCHT] Strike(TR)(33): ! benim rütbem ondan az
21:7:5 | [LOCAL]eren1616(26): nerde
21:7:5 | [CMD] eren1616(26) => /l nerde
21:7:7 | [CMD] FirstMoonTR(24) => /ypm
21:7:9 | [CMD] eren1616(26) => /sac
21:7:12 | [CMD] BeylerBeyi(10) => /pm 8 :D
21:7:13 | ClipCamper20(31) BoykoXD(7)'a 300000$ para gönderdi
21:7:13 | [CMD] ClipCamper20(31) => /paragonder 7 300000
21:7:14 | iYasinBey(13) oyuna girdi [IP: 88.231.44.35]
21:7:15 | ClipCamper20(31): sýkýntý yok
21:7:17 | [CMD] Chilgin[byhack](30) => /isyerimenu
21:7:18 | CagatayBro(34): boyko ben verdim teknemi
21:7:18 | [LOCAL]cCc.Bayram.cCC(8): ali amac ne
21:7:18 | [CMD] cCc.Bayram.cCC(8) => /l ali amac ne
21:7:18 | [CMD] Berkay08(19) => /work
21:7:19 | [CMD] sezzer(16) => /work
21:7:19 | CagatayBro(34): sýkýntý yok
21:7:21 | [CMD] Chilgin[byhack](30) => /isyerimenu
21:7:22 | [CMD] Hic(17) => /tamir
21:7:23 | BoykoXD(7): Tm
21:7:24 | [CMD] gorkemu24(23) => /work
21:7:24 | [CMD] cCc.Bayram.cCC(8) => /tamir
21:7:24 | [CMD] KorkusuzKorkak(37) => /work
21:7:25 | [CMD] DangerTr07(35) => /Sirket
21:7:26 | 
21:7:26 | [CMD] Chilgin[byhack](30) => /gobus
21:7:28 | [CMD] H.R.N.(22) => /sorular
21:7:28 | [CMD] gorkemu24(23) => /goreviptal
21:7:28 | {FFCC00}iYasinBey(13) {FFFFFF}Kamyoncu olarak spawn oldu.
21:7:28 | DqknMrc(36) oyundan cIktI (Hata/Crash) (IP: 88.238.148.138)
21:7:29 | [CMD] FirstMoonTR(24) => /tamir
21:7:29 | [LOCAL]Hic(17): Ahýrý biliyon ?
21:7:29 | [CMD] Hic(17) => /l Ahýrý biliyon ?
21:7:29 | {FFCC00}burakcan3436(18) {FFFFFF}Pilot olarak spawn oldu.
21:7:31 | [CMD] ClipCamper20(31) => /t devam et reis
21:7:31 | [LOCAL]aliturkak(28): pardon birader telefona bakýyodm
21:7:31 | [CMD] aliturkak(28) => /l pardon birader telefona bakýyodm
21:7:31 | [CMD] Dark_Alone_(20) => /kemer
21:7:32 | [CMD] sezzer(16) => /asiriyuk
21:7:33 | [LOCAL]Basrety(29): noldu
21:7:33 | [CMD] Basrety(29) => /l noldu
21:7:34 | [CMD] ClipCamper20(31) => /t ben bug yaparým gemide
21:7:35 | [CMD] agareis150(12) => /sirket
21:7:35 | [CMD] gorkemu24(23) => /work
21:7:36 | selimdemote(0): bas ahýra
21:7:37 | [CMD] iYasinBey(13) => /admgiris
21:7:37 | [CMD] gorkemu24(23) => /goreviptal
21:7:37 | [CMD] Dark_Alone_(20) => /akilitle
21:7:38 | [CMD] burakcan3436(18) => /meslek
21:7:38 | [CMD] gorkemu24(23) => /work
21:7:40 | [LOCAL]Hic(17): Takip
21:7:40 | [CMD] Hic(17) => /l Takip
