0:0:1 | Axefi(21): :D
20:37:30 | testere151(15): giþeye çarp
20:37:31 | [CMD] xqHost(19) => /gobus
20:37:33 | testere151(15): açýlýr
20:37:33 | [CMD] xqHost(19) => /icerigir
20:37:34 | emirhanertem(23): carptým
20:37:35 | [CMD] xqHost(19) => /isyerimenu
20:37:35 | [OTOBUSCU] emirhanertem, Los Santos Otogar'den Las Venturas Otogar'e Yolcu tasidi. Kazanc: 10574$ ve 2 Skor Sure: 608 Saniye
20:37:36 | STRETLEVEL(11): ýd 20 benim nicki O1Kral yapar mýsýn ?
20:37:37 | [CMD] xqHost(19) => /isyerimenu
20:37:38 | [CMD] testere151(15) => /goto 23
20:37:40 | H.R.N.(22): açýldý emir
20:37:42 | [CMD] xqHost(19) => /gobus
20:37:42 | [CMD] STRETLEVEL(11) => /vtamir
20:37:43 | emirhanertem(23): tm actý harun
20:37:45 | bozkurt331(17): iþyerinden nasýl çýkarým
20:37:47 | [CMD] BeylerBeyi(25) => /asay Bu Þarký Sayýn EvoturK'e Hüseyin Tarafýndan Gönderildi
20:37:48 | [CMD] huseyin(13) => /aka 23 
20:37:49 | STRETLEVEL(11):  /isyerimenu
20:37:50 | [CMD] BeylerBeyi(25) => /asay2 ~g~~h~~h~Bu Sarki Sayin ~r~EvoturK'e ~g~~h~~h~Gelsin
20:37:50 | [CMD] xqHost(19) => /icerigir
20:37:51 | [CMD] H.R.N.(22) => /goto 13
20:37:52 | emirhanertem(23): bide 2 kere para alýyor
20:37:52 | [CMD] xqHost(19) => /icerigir
20:37:53 | [CMD] xqHost(19) => /icerigir
20:37:54 | [CMD] huseyin(13) => /asay2 nayis
20:37:54 | emirhanertem(23): tester
20:37:54 | Kraply(10): haoyda
20:37:55 | [CMD] xqHost(19) => /isyerimenu
20:37:56 | [CMD] Konyali42(33) => /work
20:37:56 | [CMD] Kraply(10) => /otur
20:37:59 | testere151(15): hmm
20:37:59 | emirhanertem(23): giseler 2x para alýyor
20:38:0 | [CMD] bozkurt331(17) => /isyerimenü
20:38:5 | [CMD] SadePogaca(20) => /atamir
20:38:6 | [CMD] STRETLEVEL(11) => /admins
20:38:7 | [CMD] xqHost(19) => /icerigir
20:38:8 | [CMD] swisskobay301(16) => /afk
20:38:8 | [CMD] xqHost(19) => /isyerimenu
20:38:10 | testere151(15): ona yapabilceðimiz biþey yok
20:38:12 | bozkurt331(17): iþyerimenü
20:38:12 | STRETLEVEL(11): ýd 20 benim nicki O1Kral yapar mýsýn ?
20:38:15 | [LOCAL]huseyin(13): muck
20:38:15 | [CMD] huseyin(13) => /l muck
20:38:15 | [CMD] emirhanertem(23) => /work
20:38:16 | [CMD] STRETLEVEL(11) => /admins
20:38:16 | H.R.N.(22): Ahýrcimi baban senin
20:38:18 | [CMD] xqHost(19) => /isyerimenu
20:38:21 | [CMD] bozkurt331(17) => /iþyerimenü
20:38:21 | Axefi(12): çok tatlýsýn güzelsin
20:38:22 | Muya(0): evoturk bir ögüsdür
20:38:23 | [CMD] xqHost(19) => /isyerimenu
20:38:27 | [CMD] xqHost(19) => /gobus
20:38:28 | [CMD] Konyali42(33) => /work
20:38:28 | [CMD] [eN]Overlord(8) => /rescue
20:38:28 | [CMD] Kraply(10) => /araba
20:38:31 | Axefi(12): adminmi baban senin
20:38:32 | Kraply(10): yaw
20:38:34 | [eN]Overlord(8) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
20:38:35 | [LOCAL]H.R.N.(22): aha hakaret
20:38:35 | [CMD] H.R.N.(22) => /l aha hakaret
20:38:35 | huseyin H.R.N.'i öldürdü. Oldurme Sekli: 38
20:38:36 | Kraply(10): lagmývar
20:38:36 | [CMD] testere151(15) => /goto 25
20:38:39 | [CMD] STRETLEVEL(11) => /araba
20:38:39 | H.R.N.(22) Mafya olarak spawn oldu.
20:38:39 | [CMD] huseyin(13) => /wanted 13 0 
20:38:39 | Kraply(10): t
20:38:42 | [CMD] Kraply(10) => /araba
20:38:43 | BaRan_Reis(6): gezegen
20:38:43 | emirhanertem(23): al iste
20:38:44 | [CMD] H.R.N.(22) => /goto 13
20:38:45 | [CMD] bozkurt331(17) => /isyeri menu
20:38:45 | [CMD] BULDOZER(06)(26) => /tamir
20:38:46 | BaRan_Reis(6): nerdesin
20:38:47 | [CMD] Kraply(10) => /kemer
20:38:47 | emirhanertem(23): 15k gecirdi bize
20:38:49 | [CMD] huseyin(13) => /get 22 
20:38:49 | [CMD] STRETLEVEL(11) => /sac
20:38:49 | [CMD] Konyali42(33) => /d bu bunu söyleyememis 
20:38:50 | emirhanertem(23): giseler
20:38:51 | [CMD] bozkurt331(17) => /yardim
20:38:51 | [CMD] huseyin(13) => /get 22 
20:38:51 | [CMD] BaRan_Reis(6) => /meslek
20:38:51 | [CMD] huseyin(13) => /get 22 
20:38:51 | Muya(0): la evo hngi sehirdesiniz :D
20:38:52 | [CMD] Konyali42(33) => /d igrenc :D
20:38:53 | Axefi(12): haha :D
20:38:53 | [CMD] huseyin(13) => /get 22 
20:38:55 | Kraply(10):  /araba komutu calýsmýyo
20:38:57 | SadePogaca(20): çok kodlarsýn çizersin
20:38:59 | [CMD] testere151(15) => /goto 25
20:39:0 | H.R.N.(22): yanlayarak tp
20:39:0 | SadePogaca(20): coder mi baban senin
20:39:2 | [CMD] huseyin(13) => /31
20:39:3 | [CMD] H.R.N.(22) => /otur
20:39:4 | Axefi(12): :(
20:39:4 | Kraply(10): anaaa
20:39:6 | Kraply(10): dogru la
20:39:6 | [CMD] testere151(15) => /goto 25
20:39:7 | Muya(0): evoturk bir ögüsdür
20:39:8 | Kraply(10): evo coderdý
20:39:8 | STRETLEVEL(11): ýd 20 benim nicki O1Kral yapar mýsýn ?
20:39:9 | [CMD] huseyin(13) => /ahirjob 22
20:39:9 | [CMD] Konyali42(33) => /work
20:39:9 | [CMD] huseyin(13) => /ahirjob 22
20:39:10 | [CMD] huseyin(13) => /ahirjob 22
20:39:11 | Muya(0): o yüzden ahýrý cok sever :D
20:39:11 | [CMD] huseyin(13) => /ahirjob 22
20:39:12 | [CMD] huseyin(13) => /ahirjob 22
20:39:13 | [CMD] huseyin(13) => /ahirjob 22
20:39:13 | Kraply(10): evo beni kodlasana
20:39:13 | [CMD] huseyin(13) => /ahirjob 22
20:39:14 | xqHost(19) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
20:39:14 | [CMD] BaRan_Reis(6) => /rescue
20:39:14 | [CMD] H.R.N.(22) => /afk
20:39:15 | [LOCAL]testere151(15): :D
20:39:15 | [CMD] testere151(15) => /l :D
20:39:15 | SadePogaca(20): ben sade poðaçayým
20:39:15 | [CMD] huseyin(13) => /ahirjob 22
20:39:15 | [eN]Overlord(8) oyuna girdi [IP: 78.191.244.194]
20:39:15 | [CMD] huseyin(13) => /ahirjob 22
20:39:15 | [LOCAL]BeylerBeyi(25): wow
20:39:15 | [CMD] BeylerBeyi(25) => /l wow
20:39:17 | [CMD] H.R.N.(22) => /geldim
20:39:17 | [LOCAL]BeylerBeyi(25): :D
20:39:17 | [CMD] BeylerBeyi(25) => /l :D
20:39:18 | [LOCAL]huseyin(13): .d
20:39:18 | [CMD] huseyin(13) => /l .d
20:39:26 | [CMD] Konyali42(33) => /work
20:39:28 | [CMD] huseyin(13) => /setskin 22 285 
20:39:28 | [LOCAL]testere151(15): aracý hackledim qWE:
20:39:28 | [CMD] testere151(15) => /l aracý hackledim qWE:
20:39:30 | Muya(0): poðaça deilsin sen
20:39:30 | [CMD] iYasinBey(7) => /etk skin 0
20:39:30 | sezzer(24): evo
20:39:31 | Kraply(10): evo kýyafetin oluyum giy beni .d
20:39:33 | Muya(0): pogaca sýn :D
20:39:33 | sezzer(24): biþi dicem
20:39:33 | [LOCAL]BeylerBeyi(25): :Da
20:39:33 | [CMD] BeylerBeyi(25) => /l :Da
20:39:33 | [CMD] huseyin(13) => /myskin 285 
20:39:35 | [CMD] Gezegen(9) => /tamir
20:39:36 | BULDOZER(06)(26): :D
20:39:37 | [CMD] testere151(15) => /modifiye
20:39:37 | STRETLEVEL(11): q
20:39:38 | [LOCAL]huseyin(13): ah evo 
20:39:38 | [CMD] huseyin(13) => /l ah evo 
20:39:38 | STRETLEVEL(11) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
20:39:40 | [LOCAL]BeylerBeyi(25): aha dönmüyodu la
20:39:40 | [CMD] BeylerBeyi(25) => /l aha dönmüyodu la
20:39:41 | [LOCAL]huseyin(13): þuna kick atardým da 
20:39:41 | [CMD] huseyin(13) => /l þuna kick atardým da 
20:39:41 | SadePogaca(20): ben niye cj oldum
20:39:42 | [CMD] BaRan_Reis(6) => /araba
20:39:42 | Kraply(10): dur dur
20:39:43 | 
20:39:44 | Kraply(10): suclu var
20:39:45 | sezzer(24): sen aslýnda sade deðil patateslisin
20:39:47 | [LOCAL]huseyin(13): kick komutu ile atmazdým ama
20:39:47 | [CMD] huseyin(13) => /l kick komutu ile atmazdým ama
20:39:48 | [LOCAL]SadePogaca(20): kime
20:39:48 | [CMD] SadePogaca(20) => /l kime
20:39:48 | Axefi(12): bugünde vip versenize :D
20:39:51 | bozkurt331(17) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
20:39:51 | [LOCAL]huseyin(13): sen olmasan yasine 
20:39:51 | [CMD] huseyin(13) => /l sen olmasan yasine 
20:39:52 | Kraply(10): ilerde
20:39:52 | [CMD] Konyali42(33) => /d 404-1659
20:39:53 | [CMD] Kraply(10) => /araba
20:39:54 | Muya(0): azmýsdýr ahýr istodur 
20:39:56 | [CMD] Konyali42(33) => /d 404 bende
20:39:58 | [LOCAL]BeylerBeyi(25): þimdi havalanacam D
20:39:58 | [CMD] BeylerBeyi(25) => /l þimdi havalanacam D
20:39:59 | [LOCAL]SadePogaca(20): bi silah hilesi baný atak mý asfa
20:39:59 | [CMD] SadePogaca(20) => /l bi silah hilesi baný atak mý asfa
20:39:59 | [eN]Overlord(8): evo
20:40:0 | [LOCAL]iYasinBey(7): no
20:40:0 | [CMD] iYasinBey(7) => /l no
20:40:2 | [CMD] Konyali42(33) => /work
20:40:2 | [LOCAL]testere151(15): :D
20:40:2 | [CMD] testere151(15) => /l :D
20:40:2 | [LOCAL]huseyin(13): yanýnda sen varsýn diye .d 
20:40:2 | [CMD] huseyin(13) => /l yanýnda sen varsýn diye .d 
20:40:2 | [LOCAL]iYasinBey(7): no
20:40:2 | [CMD] iYasinBey(7) => /l no
20:40:2 | [LOCAL]SadePogaca(20): yasine
20:40:2 | [CMD] SadePogaca(20) => /l yasine
20:40:3 | [CMD] BeylerBeyi(25) => /d tmm 1659 bende
20:40:4 | [LOCAL]huseyin(13): .d.d
20:40:4 | [CMD] huseyin(13) => /l .d.d
20:40:5 | [CMD] EvoturK(20) => /changenick 20 EvoturK
20:40:6 | EvoturK(20): evet
20:40:6 | STRETLEVEL(11) oyuna girdi [IP: 176.216.200.136]
20:40:6 | [CMD] huseyin(13) => /dtemizle 
20:40:6 | [CMD] huseyin(13) => /asay2 s  
20:40:6 | [CMD] Konyali42(33) => /d tmm
20:40:8 | [LOCAL]iYasinBey(7): no
20:40:8 | [CMD] iYasinBey(7) => /l no
20:40:10 | [CMD] EvoturK(20) => /setlevel 20 0
20:40:10 | (BANKA) emirhanertem(23) 2178 nolu banka hesabina 60837$ yatirdi.
20:40:12 | [CMD] huseyin(13) => /animkapat
20:40:12 | [LOCAL]iYasinBey(7): no atma 
20:40:12 | [CMD] iYasinBey(7) => /l no atma 
20:40:16 | 
20:40:16 | [CMD] EvoturK(20) => /atamir
20:40:19 | H.R.N.(22):  aeo ben kaçar
20:40:20 | [eN]Overlord(8): BorluPide yapsana adýný
20:40:22 | Konyali42(33): bb
20:40:23 | H.R.N.(22) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
20:40:23 | EvoturK(20): uza
20:40:24 | emirhanertem(23): her zaman kedi bal yemez 1 mayýsý bekle
20:40:25 | [CMD] EvoturK(20) => /a asfsaf
20:40:25 | [CMD] testere151(15) => /rehberler
20:40:25 | [CMD] Gezegen(9) => /tamþr
20:40:26 | [eN]Overlord(8): BorluPogaca
20:40:27 | [CMD] Gezegen(9) => /tamþ
20:40:27 | [CMD] BaRan_Reis(6) => /meslek
20:40:28 | STRETLEVEL(11) Pizzaci olarak spawn oldu.
20:40:29 | [CMD] Gezegen(9) => /tamir
20:40:29 | Kraply(10): evo beni iþsiz yapsana
20:40:29 | [CMD] Konyali42(33) => /work
20:40:29 | {FFCC00}BaRan_Reis(6) {FFFFFF}Pilot olarak spawn oldu.
20:40:35 | [CMD] STRETLEVEL(11) => /sac
20:40:37 | [CMD] STRETLEVEL(11) => /work
20:40:44 | [CMD] EvoturK(20) => /asay2 ~g~~h~~h~herkese benden vip
20:40:48 | [CMD] STRETLEVEL(11) => /ranklar
20:40:49 | iYasinBey(7): oley
20:40:49 | BULDOZER(06)(26): evo abi meslegimi degissene
20:40:51 | Kraply(10): yaw 
20:40:53 | Kraply(10): bu lag ney
20:40:53 | EvoturK(20):  /meslek
20:40:57 | [CMD] Konyali42(33) => /work
20:41:2 | [CMD] EvoturK(20) => /asay2 ~g~~h~~h~herkese benden vip
20:41:3 | [CMD] Muya(0) => /tamir
20:41:7 | [CMD] huseyin(13) => /slap 7 
20:41:8 | [CMD] huseyin(13) => /slap 7 
20:41:8 | [eN]Overlord(8) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
20:41:8 | [CMD] huseyin(13) => /slap 7 
20:41:10 | [CMD] Kraply(10) => /meslek
20:41:11 | [CMD] huseyin(13) => /slap 7 
20:41:11 | [CMD] huseyin(13) => /slap 7 
20:41:13 | [LOCAL]iYasinBey(7): husey'in write yapsana admin huseyin size vip verdi diye
20:41:13 | [CMD] iYasinBey(7) => /l husey'in write yapsana admin huseyin size vip verdi diye
20:41:14 | BULDOZER(06)(26): evo abi meslegimi degissene yok hackleyerek
20:41:14 | {FFCC00}iYasinBey(7) {FFFFFF}Kamyoncu olarak spawn oldu.
20:41:15 | [CMD] Konyali42(33) => /work
20:41:17 | Kraply(10) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
20:41:17 | [CMD] testere151(15) => /kemer
20:41:21 | [CMD] EvoturK(20) => /asay2 ~g~~h~~h~herkese benden vip
20:41:21 | emirhanertem(23): 1 mayýsa vip var mý
20:41:22 | [CMD] Muya(0) => /tamir
20:41:22 | [CMD] Konyali42(33) => /tamir
20:41:23 | [CMD] iYasinBey(7) => /goto 20
20:41:25 | [LOCAL]iYasinBey(7): husey'in write yapsana admin huseyin size vip verdi diye
20:41:25 | [CMD] iYasinBey(7) => /l husey'in write yapsana admin huseyin size vip verdi diye
20:41:25 | [CMD] Muya(0) => /tamir
20:41:27 | [CMD] iYasinBey(7) => /goto 20
20:41:28 | emirhanertem(23): heveslendirmeyin milleti :d
20:41:28 | [LOCAL]iYasinBey(7): husey'in write yapsana admin huseyin size vip verdi diye
20:41:28 | [CMD] iYasinBey(7) => /l husey'in write yapsana admin huseyin size vip verdi diye
20:41:29 | EvoturK(20): olur büyük ihtimal
20:41:30 | [CMD] iYasinBey(7) => /goto 20
20:41:31 | [CMD] iYasinBey(7) => /goto 20
20:41:31 | [CMD] Muya(0) => /kemer
20:41:32 | [CMD] Muya(0) => /tamir
20:41:33 | [LOCAL]iYasinBey(7): husey'in write yapsana admin huseyin size vip verdi diye
20:41:33 | [CMD] iYasinBey(7) => /l husey'in write yapsana admin huseyin size vip verdi diye
20:41:33 | [CMD] EvoturK(20) => /asay2 ~g~~h~~h~herkese benden vip
20:41:37 | [LOCAL]iYasinBey(7): husey'in write yapsana admin huseyin size vip verdi diye
20:41:37 | [CMD] iYasinBey(7) => /l husey'in write yapsana admin huseyin size vip verdi diye
20:41:38 | [CMD] EvoturK(20) => /asay2 ~g~~h~~h~mesela yani
20:41:40 | Muya(0): minigun kullanma
20:41:40 | sezzer(24): radar flash atýyo resmen
20:41:44 | Konyali42(33): meslek serveri = isci bayrami olmasi lazim :D
20:41:45 | BULDOZER(06)(26): bir mayýsada adminler çalýsýyomu
20:41:45 | [OTOBUSCU] emirhanertem, Las Venturas Otogar'den Los Santos Otogar'e Yolcu tasidi. Kazanc: 10574$ ve 2 Skor Sure: 775 Saniye
20:41:48 | [LOCAL]huseyin(13): ndn
20:41:48 | [CMD] huseyin(13) => /l ndn
20:41:48 | [CMD] sezzer(24) => /tamir
20:41:48 | [eN]Overlord(8) oyuna girdi [IP: 78.191.244.194]
20:41:51 | BULDOZER(06)(26): :D
20:41:51 | EvoturK(20): bb
20:41:52 | [LOCAL]huseyin(13): husey'in yazýyon
20:41:52 | [CMD] huseyin(13) => /l husey'in yazýyon
20:41:53 | [CMD] Muya(0) => /tamir
20:41:54 | [LOCAL]huseyin(13): ' koyuyon
20:41:54 | [CMD] huseyin(13) => /l ' koyuyon
20:41:55 | Axefi(12): sezer kaçw
20:41:55 | emirhanertem(23): arac res can res
20:41:57 | [CMD] Muya(0) => /tamir
20:41:57 | [CMD] huseyin(13) => /cantazele
20:42:1 | 
20:42:5 | {FFCC00}[eN]Overlord(8) {FFFFFF}Pilot olarak spawn oldu.
20:42:5 | EvoturK(20): hepimiz birer ameleyiz
20:42:6 | [CMD] testere151(15) => /admins
20:42:7 | [CMD] Konyali42(33) => /asay Istek Sarkiniz Çaliniyor. Iyi Oyunlar Dileriz...     
20:42:10 | [CMD] Konyali42(33) => /work
20:42:10 | [LOCAL]iYasinBey(7): keybinderda öyle kaydettim
20:42:10 | [CMD] iYasinBey(7) => /l keybinderda öyle kaydettim
20:42:13 | [CMD] huseyin(13) => /setskin 7 178 
20:42:14 | [CMD] emirhanertem(23) => /work
20:42:14 | EvoturK(20): süper fako
20:42:17 | [CMD] Muya(0) => /tamir
20:42:18 | [CMD] Gezegen(9) => /c30k ohh miss
20:42:20 | EvoturK(20): az yaklaþ kameraya
20:42:21 | [CMD] BeylerBeyi(25) => /tamir
20:42:23 | Gezegen(9): 30k ohh miss
20:42:23 | sezzer(24): neyse ben kaçýyom
20:42:25 | [eN]Overlord(8): Herkeze benden Borl Lahmacun
20:42:26 | [CMD] Gezegen(9) => /tamir
20:42:26 | [LOCAL]EvoturK(20): yasin memeni aç
20:42:26 | [CMD] EvoturK(20) => /l yasin memeni aç
20:42:28 | Konyali42(33): bb knk
20:42:31 | [CMD] sezzer(24) => /adminol
20:42:31 | [CMD] sezzer(24) => /adminol
20:42:33 | [CMD] Gezegen(9) => /rescue
20:42:33 | [LOCAL]testere151(15): süreceðin araca tüküreyim püð püð
20:42:33 | [CMD] testere151(15) => /l süreceðin araca tüküreyim püð püð
20:42:33 | emirhanertem(23): overlord
20:42:33 | BeylerBeyi(25): ßß
20:42:35 | sezzer(24) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
20:42:36 | [LOCAL]iYasinBey(7): nolur.com
20:42:36 | [CMD] iYasinBey(7) => /l nolur.com
20:42:37 | [CMD] Gezegen(9) => /araba
20:42:37 | emirhanertem(23): intin duzelmis
20:42:38 | emirhanertem(23): jqwdjqwd
20:42:38 | [CMD] Konyali42(33) => /work
20:42:40 | [eN]Overlord(8): SuperSakso þarkýsý sunucuya kaçýncýya çalýnýyor yaw
20:42:40 | [LOCAL]BeylerBeyi(25): .Dw
20:42:40 | [CMD] BeylerBeyi(25) => /l .Dw
20:42:42 | [eN]Overlord(8): Super sako*
20:42:44 | [CMD] Muya(0) => /tamir
20:42:50 | [CMD] Muya(0) => /rescue
20:42:51 | [CMD] [eN]Overlord(8) => /kemer
20:42:53 | [CMD] iYasinBey(7) => /uyar 8 uslüp
20:42:55 | Muya(0): miniguýn kullanma abidin
20:42:57 | [CMD] iYasinBey(7) => /cc
20:42:57 | [CMD] EvoturK(20) => /a sikildi asfa
20:43:0 | [CMD] [eN]Overlord(8) => /rescue
20:43:0 | Muya(0): miniguýn kullanma abidin
20:43:1 | Gezegen(9): drucanmý ?
20:43:1 | emirhanertem(23): yasin
20:43:3 | Gezegen(9): drucanmý ?
20:43:4 | iYasinBey(7): efm
20:43:9 | emirhanertem(23): bitti mi isin
20:43:10 | [CMD] Konyali42(33) => /work
20:43:11 | [CMD] [eN]Overlord(8) => /rescue
20:43:11 | [SirketCHT] Muya(0): ! HAAAAAAAAAAAAPPPPPPPPPPPSSSSSSSSSSSSSSSSSÖÖÖÖÖÖÖÖÖÖÖÖÖÖÖÖGGGGGGGGGGGGGGGGGGGGGGGGGG
20:43:12 | [CMD] BeylerBeyi(25) => /tamir
20:43:12 | iYasinBey(7): hayýr
20:43:15 | emirhanertem(23): tm
20:43:15 | BULDOZER(06)(26): evo abi
20:43:17 | Axefi(12): rasgele ýd yazmýþtým 217 olmasý lazým 
20:43:17 | [SirketCHT] [eN]Overlord(8): ! ERKEN GEBER
20:43:18 | EvoturK(20): evet
20:43:20 | emirhanertem(23): bitince sole
20:43:21 | iYasinBey(7): kolay kolay bitmez
20:43:22 | [CMD] Konyali42(33) => /work
20:43:23 | [CMD] EvoturK(20) => /atamir
20:43:23 | [SirketCHT] Muya(0): ! HAAAAAAAAAAAAPPPPPPPPPPPSSSSSSSSSSSSSSSSSÖÖÖÖÖÖÖÖÖÖÖÖÖÖÖÖGGGGGGGGGGGGGGGGGGGGGGGGGG
20:43:24 | Berkay08(10) oyuna girdi [IP: 178.170.159.66]
20:43:26 | BULDOZER(06)(26): esn hackermýsn
20:43:26 | [CMD] Gezegen(9) => /pm 11 kaçýcakmýsn
20:43:26 | [SirketCHT] Muya(0): ! üsütmüsüm
20:43:26 | [SirketCHT] [eN]Overlord(8): ! ERKEN GEBER
20:43:27 | [LOCAL]BeylerBeyi(25): .D
20:43:27 | [CMD] BeylerBeyi(25) => /l .D
20:43:28 | emirhanertem(23): o zmn
20:43:30 | {FFCC00}BaRan_Reis(6) {FFFFFF}Pilot olarak spawn oldu.
20:43:30 | [CMD] Gezegen(9) => /pm 11 kaçýcakmýsn
20:43:30 | [CMD] iYasinBey(7) => /uyar 0 cmd flood
20:43:31 | Mike_(14) oyuna girdi [IP: 176.43.152.45]
20:43:32 | EvoturK(20): yoo ben hacker deðilim
20:43:32 | [LOCAL]testere151(15): :QWE
20:43:32 | [CMD] testere151(15) => /l :QWE
20:43:33 | [CMD] huseyin(13) => /fsetlevel 7 0  
20:43:33 | BaRan_Reis(6): gezegennn
20:43:35 | 
20:43:35 | [CMD] STRETLEVEL(11) => /pm 9 +
20:43:35 | Muya(0): 2tane yptýum la
20:43:36 | iYasinBey(7): a
20:43:37 | emirhanertem(23): ne yazmýssýn instada göremedim
20:43:37 | [eN]Overlord(8): :D
20:43:38 | [LOCAL]BeylerBeyi(25): bunu birine yapcan varya :D
20:43:38 | [CMD] BeylerBeyi(25) => /l bunu birine yapcan varya :D
20:43:38 | iYasinBey(7): fake
20:43:38 | Muya(0): neresi flood :D
20:43:40 | {FFCC00}Berkay08(10) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
20:43:42 | BaRan_Reis(6): çevik olakmý
20:43:42 | [eN]Overlord(8): ArAç ReS
20:43:42 | 
20:43:43 | [CMD] Hanzo..(20) => /changenick 20 Hanzo..
20:43:44 | STRETLEVEL(11): :d
20:43:44 | Hanzo..(20): ben hackerim
20:43:44 | [CMD] huseyin(13) => /l 
20:43:45 | [LOCAL]testere151(15): ayn 
20:43:45 | [CMD] testere151(15) => /l ayn 
20:43:46 | [CMD] Berkay08(10) => /sa
20:43:46 | iYasinBey(7): haft uzatma
20:43:47 | [CMD] BaRan_Reis(6) => /rescue
20:43:47 | [eN]Overlord(8): Baran
20:43:49 | iYasinBey(7): kafam gg
20:43:49 | [CMD] STRETLEVEL(11) => /as
20:43:50 | [CMD] EvoturK(20) => /changenick 20 EvoturK
20:43:50 | [CMD] EvoturK(20) => /as
20:43:52 | [eN]Overlord(8): çevik gel Baran
20:43:53 | Muya(0): yasin
20:43:54 | [CMD] BaRan_Reis(6) => /meslek
20:43:54 | [CMD] testere151(15) => /a clean ?
20:43:55 | [CMD] [eN]Overlord(8) => /meslek
20:43:55 | huseyin(13) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
20:43:56 | {FFCC00}BaRan_Reis(6) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
20:43:58 | Muya(0): sirket chat sikayet olmadan
20:44:0 | EvoturK(20): huseyin h.o
20:44:0 | [CMD] BaRan_Reis(6) => /rescue
20:44:1 | Muya(0): karýsaman :D
20:44:2 | [CMD] testere151(15) => /cleanupcars
20:44:4 | [LOCAL]BeylerBeyi(25): 2 tane indir yapalým gidelim býrakalým birinin yanýna :D
20:44:4 | [CMD] BeylerBeyi(25) => /l 2 tane indir yapalým gidelim býrakalým birinin yanýna :D
20:44:4 | [CMD] BaRan_Reis(6) => /rescue
20:44:5 | [CMD] Konyali42(33) => /work
20:44:7 | [CMD] BaRan_Reis(6) => /rescue
20:44:13 | [CMD] testere151(15) => /a la yuh
20:44:16 | EvoturK(20): tanýdýk görünce üzerine sürdüm
20:44:17 | [CMD] Berkay08(10) => /rescue
20:44:17 | [CMD] testere151(15) => /a nabýyonuz Q:WE
20:44:17 | iYasinBey(7): evo sýkayet etti belki
20:44:18 | {FFCC00}[eN]Overlord(8) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
20:44:18 | [CMD] EvoturK(20) => /atamir
20:44:23 | Muya(0): evo
20:44:25 | EvoturK(20): vet
20:44:25 | Muya(0): bu dorumu
20:44:27 | [LOCAL]BeylerBeyi(25): evoya hediye edelim
20:44:27 | [CMD] BeylerBeyi(25) => /l evoya hediye edelim
20:44:27 | [CMD] Berkay08(10) => /araba
20:44:27 | testere151(15): yuh yuh nabýyonuz evo 
20:44:28 | Gezegen(9): 12k miss
20:44:28 | [CMD] BaRan_Reis(6) => /rescue
20:44:28 | BULDOZER(06)(26): evo abi bi kere daha hackle cýkým
20:44:29 | [LOCAL]iYasinBey(7): evet de
20:44:29 | [CMD] iYasinBey(7) => /l evet de
20:44:29 | [eN]Overlord(8): emirhanertem knk internetimin düzeldiði yok yine ayný lag
20:44:29 | EvoturK(20): ben þikayet @tim
20:44:30 | STRETLEVEL(11): eidir
20:44:31 | STRETLEVEL(11): eidi
20:44:33 | Muya(0): kýrdýn
20:44:35 | emirhanertem(23): hm
20:44:35 | [CMD] Berkay08(10) => /kemer
20:44:36 | {FFCC00}TR_Berk_TR(21) {FFFFFF}Kamyoncu olarak spawn oldu.
20:44:37 | [CMD] Konyali42(33) => /work
20:44:38 | Muya(0): shamal yok sana
20:44:39 | BULDOZER(06)(26): evo abi bi kere daha hackle cýkým bisey yazdýr chate
20:44:39 | [CMD] [eN]Overlord(8) => /t sf gel baaran
20:44:39 | emirhanertem(23): g.o
20:44:39 | [CMD] Berkay08(10) => /modifiye
20:44:40 | testere151(15): öldüreydin daha iyidi 
20:44:41 | Muya(0): hýh güstüm
20:44:42 | [CMD] STRETLEVEL(11) => /sac
20:44:42 | [CMD] [eN]Overlord(8) => /T SF Gel Baran
20:44:43 | EvoturK(20): þaka þaka ben etmedim asfsa
20:44:48 | [CMD] Gezegen(9) => /tamir
20:44:49 | [CMD] EvoturK(20) => /spanelsifregir
20:44:49 | Muya(0): döverðm
20:44:51 | BULDOZER(06)(26) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
20:44:51 | [CMD] [eN]Overlord(8) => /t Al yanýmdaki Zýrhlýyý
20:44:52 | [CMD] [eN]Overlord(8) => /kemer
20:44:56 | EvoturK(20): bb
20:44:57 | STRETLEVEL(11): bende oyun sesi gelmiyor
20:44:59 | [CMD] testere151(15) => /car dumper . .
20:44:59 | [CMD] Konyali42(33) => /work
20:45:0 | [eN]Overlord(8): fpslimit ile lagýn ne alakasý var knk
