0:0:1 | [CMD] Madness(31) => /tamir
23:19:41 | luplup67(7): gelsin
23:19:42 | [CMD] huso608(9) => /cantazele
23:19:44 | Sancak(16): iþim var þuan
23:19:47 | [eN]Overlord(10): pki
23:19:48 | [CMD] huso608(9) => /work
23:19:50 | [CMD] BOZKURT545(21) => /rescue
23:19:51 | buyukustadbitti(8): bozkurt noldu la :D
23:19:55 | buyukustadbitti(8): :Ds
23:19:58 | aytunc213122(11): admin bi muratý yanýma teleport edermisin
23:19:59 | BOZKURT545(21): araba gitti yav :D
23:19:59 | [eN]Overlord(10): bu arada Sancak
23:20:1 | BOZKURT545(21): 7modifiye
23:20:5 | [CMD] Strike(TR)(22) => /Asay Vip-Donator-Sirket-Giþe Vb Ürünlerimizden Almak Ýsteyenler www.trucksamp.com Dan Alabilirler 
23:20:6 | [CMD] BOZKURT545(21) => /modifiye
23:20:8 | huso608(9): @11 neden
23:20:9 | [CMD] Strike(TR)(22) => /a sancal
23:20:10 | [CMD] emre_cool(20) => /tamir
23:20:10 | ASLANBEY(12) oyuna girdi [IP: 217.131.67.12]
23:20:10 | [eN]Overlord(10): dj ler en son þarký ekleyecekti eklememiþler sana söylesem olur mu
23:20:12 | [CMD] Strike(TR)(22) => /A sancak*
23:20:14 | [CMD] luplup67(7) => /work
23:20:17 | aytunc213122(11): mount chialad dayýz
23:20:18 | [CMD] Strike(TR)(22) => /a suan biþe alan varmý
23:20:21 | aytunc213122(11): arabasý aþaðýya kadr düþtü
23:20:25 | Sancak(16): þimdi bütün iþleri býrakýp senin þarkýnýmý
23:20:26 | aytunc213122(11): o arabadan indi arabasý silindi
23:20:26 | [eN]Overlord(10): rip
23:20:27 | Sancak(16): yükleyim
23:20:28 | 
23:20:33 | [CMD] Sancak(16) => /a nasýl biþey
23:20:35 | aytunc213122(11): bi teleport edersen
23:20:37 | huso608(9):   /rescue
23:20:38 | {FFCC00}ASLANBEY(12) {FFFFFF}Kamyoncu olarak spawn oldu.
23:20:39 | [CMD] Strike(TR)(22) => /a vip donator sirket gibi
23:20:41 | [CMD] ASLANBEY(12) => /sa
23:20:43 | [CMD] Sancak(16) => /a yok
23:20:43 | aytunc213122(11): tamam geldi
23:20:44 | [CMD] huso608(9) => /as
23:20:45 | [CMD] Strike(TR)(22) => /Asay Vip-Donator-Sirket-Giþe Vb Ürünlerimizden Almak Ýsteyenler www.trucksamp.com Dan Alabilirler 
23:20:46 | [CMD] H.R.N.(17) => /as
23:20:47 | [CMD] emre_cool(20) => /as
23:20:47 | aytunc213122(11): admin sýkýntý yok
23:20:48 | luplup67(7): kutrw
23:20:50 | [CMD] H.R.N.(17) => /tamir
23:20:51 | [CMD] ASLANBEY(12) => /sirket
23:20:54 | [CMD] huso608(9) => /spec 11
23:20:57 | [CMD] BOZKURT545(21) => /donator
23:21:8 | [CMD] huso608(9) => /asay Arac Res Geliyor!!! 
23:21:8 | [CMD] Strike(TR)(22) => /a göz arpacýk ates kasdlkada
23:21:9 | luplup67(7): bismillahiarahmanirahim
23:21:10 | [CMD] huso608(9) => /asay Arac Res Geliyor!!! 
23:21:11 | [CMD] [eN]Overlord(10) => /rescue
23:21:11 | buyukustadbitti(8): polis cezayý kestikten sonra aþýrý yük devam ediyormu
23:21:12 | [CMD] huso608(9) => /asay Arac Res Geliyor!!! 
23:21:13 | [CMD] H.R.N.(17) => /asay Yardým Ýsteyen? Yolu Bulamayan?
23:21:14 | [CMD] huso608(9) => /respawncars
23:21:15 | [CMD] huso608(9) => /cantazele
23:21:17 | huso608(9): evet
23:21:21 | [CMD] BOZKURT545(21) => /skapat
23:21:23 | [CMD] huso608(9) => /specoff
23:21:23 | huso608(9) Oduncu olarak spawn oldu.
23:21:25 | [CMD] [eN]Overlord(10) => /djler
23:21:26 | [CMD] huso608(9) => /work
23:21:28 | [CMD] emre_cool(20) => /tamir
23:21:35 | [eN]Overlord(10): DJ amca
23:21:38 | [CMD] Strike(TR)(22) => /admins
23:21:40 | [eN]Overlord(10): imanlý þarkýlar aç bizeð
23:21:40 | huso608(9):   /djler
23:21:43 | [CMD] Strike(TR)(22) => /Asay Vip-Donator-Sirket-Giþe Vb Ürünlerimizden Almak Ýsteyenler www.trucksamp.com Dan Alabilirler 
23:21:44 | [CMD] huso608(9) => /djler
23:21:46 | [CMD] Strike(TR)(22) => /djler
23:21:47 | luplup67(7): ilahi aç
23:21:49 | [CMD] aytunc213122(11) => /flip
23:21:50 | [CMD] buyukustadbitti(8) => /sac
23:21:52 | [CMD] aytunc213122(11) => /tamir
23:21:53 | H.R.N.(17):  /isteksarki id
23:21:56 | huso608(9): uyarý acalým mý
23:21:56 | (BANKA) ASLANBEY(12) 809 nolu banka hesabina 39000000$ yatirdi.
23:22:2 | [CMD] Strike(TR)(22) => /Sac
23:22:8 | nefariouss(19): baskýn yedik
23:22:12 | BOZKURT545(21): ulan nasibimi çaldýn emre
23:22:17 | emre_cool(20): D:
23:22:18 | [CMD] emre_cool(20) => /tamir
23:22:19 | emre_cool(20): :D
23:22:19 | [CMD] ASLANBEY(12) => /gobus
23:22:24 | [CMD] huso608(9) => /a yusuf
23:22:25 | [CMD] Strike(TR)(22) => /duyuru ~R~ Sancak Adminimizin Sesý Iyýmý Gencler?
23:22:26 | [CMD] MuratsMurat(14) => /kemer
23:22:31 | [CMD] ASLANBEY(12) => /gobus
23:22:32 | emre_cool(20): evet
23:22:32 | [eN]Overlord(10): deel
23:22:34 | luplup67(7): skor isterizz
23:22:44 | [CMD] aytunc213122(11) => /modifiye
23:22:49 | [eN]Overlord(10): lagtaymýþým la ben 
23:22:51 | [CMD] huso608(9) => /uyar 7 Adminlerden Skor Para Yasak 
23:22:53 | buyukustadbitti(8): yine istedi
23:22:55 | [eN]Overlord(10): bende diyorum niye kimse gelmiyore
23:22:56 | [eN]Overlord(10) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
23:23:0 | luplup67(7): yaw adminden istmedik 
23:23:0 | ASLANBEY(12): relog
23:23:2 | [CMD] huso608(9) => /work
23:23:2 | ASLANBEY(12) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
23:23:3 | [CMD] H.R.N.(17) => /asay Adminlerde skor ve para istemek yasak!
23:23:4 | [CMD] emre_cool(20) => /t bozkurt beraber ceza kesekmi
23:23:6 | [CMD] aytunc213122(11) => /motor
23:23:14 | [CMD] huso608(9) => /a enes
23:23:16 | [CMD] aytunc213122(11) => /flip
23:23:18 | [CMD] aytunc213122(11) => /flip
23:23:18 | [CMD] aytunc213122(11) => /flip
23:23:19 | [CMD] aytunc213122(11) => /flip
23:23:19 | [CMD] aytunc213122(11) => /flip
23:23:19 | [CMD] Strike(TR)(22) => /a evet abim
23:23:20 | emre_cool(20): araç res
23:23:22 | [LOCAL]BOZKURT545(21): çýkcm reis
23:23:22 | [CMD] BOZKURT545(21) => /l çýkcm reis
23:23:23 | [CMD] huso608(9) => /asay Arac Res Geliyor!!! 
23:23:23 | [CMD] huso608(9) => /asay Arac Res Geliyor!!! 
23:23:23 | [CMD] aytunc213122(11) => /flip
23:23:24 | [CMD] aytunc213122(11) => /flipt
23:23:24 | luplup67(7): banane
23:23:25 | Strike(TR)(22): Arac Res Geliyor
23:23:27 | [CMD] huso608(9) => /asay Arac Res Geliyor!!! 
23:23:28 | [CMD] huso608(9) => /respawncars
23:23:29 | [CMD] huso608(9) => /cantazele
23:23:31 | [CMD] aytunc213122(11) => /motor
23:23:32 | [CMD] luplup67(7) => /tamir
23:23:32 | [eN]Overlord(10) oyuna girdi [IP: 78.180.153.68]
23:23:34 | [CMD] Frn(24) => /yardim
23:23:35 | [CMD] emre_cool(20) => /tamir
23:23:36 | [CMD] aytunc213122(11) => /motor
23:23:38 | [CMD] Ernest_Gill(6) => /yardim
23:23:41 | 
23:23:42 | [CMD] Frn(24) => /komutlar
23:23:43 | [CMD] huso608(9) => /a bu convoy yapanlar var ya týrcý olanlar
23:23:43 | [CMD] aytunc213122(11) => /motor
23:23:45 | {FFCC00}[eN]Overlord(10) {FFFFFF}Polis olarak spawn oldu.
23:23:45 | [CMD] emre_cool(20) => /skapat
23:23:45 | [CMD] H.R.N.(17) => /tamir
23:23:49 | [CMD] Strike(TR)(22) => /A evet babus
23:23:53 | BOZKURT545(21): hayýrlý akþamlar millet 
23:23:55 | [CMD] huso608(9) => /a polisler bi ortak noktada duruuyorlar ya
23:23:59 | [CMD] huso608(9) => /a yasak mý
23:24:0 | emre_cool(20): sanada
23:24:6 | BOZKURT545(21) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
23:24:6 | [CMD] Frn(24) => /convoy
23:24:9 | [CMD] Strike(TR)(22) => /A convoy beklemek yasak
23:24:15 | buyukustadbitti(8): iyi bayramlar millet :D
23:24:19 | emre_cool(20): sanada
23:24:19 | [CMD] aytunc213122(11) => /meslek
23:24:19 | luplup67(7): sanada
23:24:20 | [CMD] emre_cool(20) => /kemer
23:24:23 | [CMD] emre_cool(20) => /tamir
23:24:23 | luplup67(7): ww
23:24:23 | [CMD] huso608(9) => /a devamlý dolasmasý gerekli diyorsun
23:24:25 | [CMD] Ernest_Gill(6) => /konvoy
23:24:30 | [CMD] Ernest_Gill(6) => /konvoy
23:24:32 | aytunc213122(11) Yol Iscisi olarak spawn oldu.
23:24:34 | [CMD] Ernest_Gill(6) => /convoy
23:24:35 | Sancak(16) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
23:24:37 | luplup67(7): renkli bikiniler
23:24:39 | [CMD] huso608(9) => /a aksam boyle bi problem oldu 
23:24:44 | [CMD] Strike(TR)(22) => /A adamý kovalamasý lazým beles bekleme yapamaz
23:24:47 | [CMD] [eN]Overlord(10) => /isteksarki 1575
23:24:49 | [CMD] Frn(24) => /work
23:24:50 | aytunc213122(11): lan çaðrýyý
23:24:52 | aytunc213122(11): niye kapadýn murat
23:24:56 | [CMD] huso608(9) => /a sorun su adamlar convoy gidiyor
23:24:59 | [CMD] [eN]Overlord(10) => /modifiye
23:25:1 | luplup67(7): o kapattý
23:25:1 | [CMD] huso608(9) => /spec 11
23:25:2 | [CMD] H.R.N.(17) => /asay Yardým Ýsteyen? Yolu Bulamayan?
23:25:3 | [CMD] Strike(TR)(22) => /goto 9
23:25:6 | [CMD] huso608(9) => /specoff
23:25:6 | huso608(9) Oduncu olarak spawn oldu.
23:25:6 | [CMD] emre_cool(20) => /kemer
23:25:9 | [CMD] Strike(TR)(22) => /admins
23:25:10 | [CMD] emre_cool(20) => /tamir
23:25:12 | [CMD] [eN]Overlord(10) => /kemer
23:25:19 | luplup67(7): o
23:25:23 | [CMD] huso608(9) => /a cezalarý kesmis sonra yukleri bosaltýp yeni yuk alýyorlar
23:25:23 | [CMD] aytunc213122(11) => /mz
23:25:25 | [CMD] aytunc213122(11) => /mp3
23:25:25 | [CMD] Strike(TR)(22) => /spec 17
23:25:28 | [CMD] H.R.N.(17) => /adminol
23:25:29 | [CMD] emre_cool(20) => /tamir
23:25:30 | [CMD] aytunc213122(11) => /radyo
23:25:31 | [eN]Overlord(10): Strikecim
23:25:32 | luplup67(7): babay
23:25:36 | aytunc213122(11): radyoyu nasýl açýyoz
23:25:36 | Strike(TR)(22): evet
23:25:38 | [eN]Overlord(10): istek þarkýlara bakar msn caným
23:25:43 | luplup67(7): ilahi aç
23:25:43 | [CMD] H.R.N.(17) => /r k.g size
23:25:44 | aytunc213122(11): la murata
23:25:48 | [CMD] Strike(TR)(22) => /R eyw
23:25:50 | H.R.N.(17) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
23:25:50 | {FFCC00}Strike(TR)(22) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
23:25:50 | luplup67(7): medineye e varamadým
23:25:51 | [CMD] emre_cool(20) => /isteksarki 1508
23:26:10 | buyukustadbitti(8): admin
23:26:10 | [CMD] Strike(TR)(22) => /sirket
23:26:16 | [CMD] huso608(9) => /a yuk alýp userler yýldýzlarý olustu diye polisi gormeden ayný noktada bekliyor dediler
23:26:16 | buyukustadbitti(8): aracýmý çek çabukkk
23:26:16 | Strike(TR)(22): evet
23:26:17 | huso608(9): evet
23:26:24 | [CMD] huso608(9) => /goto 8
23:26:25 | buyukustadbitti(8): 44 saniye
23:26:25 | luplup67(7): evet
23:26:30 | emre_cool(20): ev satan varmý ?
23:26:31 | [CMD] Strike(TR)(22) => /a ayný nokta?
23:26:31 | buyukustadbitti(8): dorse
23:26:33 | luplup67(7): o
23:26:33 | [CMD] Strike(TR)(22) => /goto 9
23:26:47 | luplup67(7): banane
23:26:47 | [CMD] huso608(9) => /dorseget 190
23:26:47 | buyukustadbitti(8): 20 saniye
23:26:49 | [eN]Overlord(10): 3 yýl simitcilik 8 yýl amelelik 9 yýl tamircilik 12 yýl simitçilik yaptým kavga etmek isteyenler gelsin (hastane masraflarý bend
23:26:50 | luplup67(7): banane
23:26:53 | [CMD] Strike(TR)(22) => /a pardon abi
23:27:0 | luplup67(7): banane
23:27:5 | [CMD] huso608(9) => /rescue
23:27:6 | [CMD] Strike(TR)(22) => /cantazele
23:27:8 | buyukustadbitti(8): eyw adminler
23:27:10 | [CMD] huso608(9) => /a sagol
23:27:13 | huso608(9): Rica Ederiz
23:27:13 | [CMD] buyukustadbitti(8) => /tamir
23:27:15 | luplup67(7): sanaa
23:27:21 | [CMD] huso608(9) => /a ne diyorsun benim soruma
23:27:22 | [KAMYONCU] buyukustadbitti, Longway Docks'den Harbour Island Warehouse'e Silah tasidi. Kazanc: 281352$, 1 Skor ve 5 EXP Sure: 693 Saniye
23:27:31 | [eN]Overlord(10): ümstad
23:27:34 | MuratsMurat(14): aytunc
23:27:37 | [CMD] huso608(9) => /work
23:27:38 | aytunc213122(11): ne
23:27:39 | [eN]Overlord(10): bir þey soracma
23:27:40 | aytunc213122(11): motor
23:27:44 | aytunc213122(11): sen çaðrýyý kapadýn
23:27:45 | [CMD] Strike(TR)(22) => /A adamlar ayný noktada bekliyor dedin ya ayný nokta ne anlamda yani
23:27:46 | [CMD] aytunc213122(11) => /motor
23:27:51 | [CMD] luplup67(7) => /work
23:27:55 | [CMD] luplup67(7) => /goreviptal
23:27:56 | [CMD] luplup67(7) => /work
23:27:56 | [eN]Overlord(10): bi buyukustad var bide buyukustadbitti var
23:27:58 | [CMD] [eN]Overlord(10) => /tamir
23:27:58 | [CMD] huso608(9) => /a ornek huseyin gisesi
23:28:0 | [CMD] luplup67(7) => /goreviptal
23:28:1 | [CMD] luplup67(7) => /work
23:28:4 | [CMD] luplup67(7) => /goreviptal
23:28:5 | [CMD] luplup67(7) => /work
23:28:7 | buyukustadbitti(8): aynn
23:28:8 | [CMD] luplup67(7) => /goreviptal
23:28:8 | huso608(9): abi kardes @10 onlar
23:28:9 | [CMD] luplup67(7) => /work
23:28:11 | [CMD] emre_cool(20) => /sac
23:28:11 | buyukustadbitti(8): 2 pcm var
23:28:12 | [CMD] aytunc213122(11) => /sac
23:28:13 | [CMD] luplup67(7) => /goreviptal
23:28:14 | [eN]Overlord(10): ha
23:28:15 | huso608(9): farklý pc
23:28:16 | [CMD] luplup67(7) => /work
23:28:18 | [CMD] Strike(TR)(22) => /A yasak heralde oda
23:28:18 | [CMD] emre_cool(20) => /tamir
23:28:20 | [CMD] luplup67(7) => /goreviptal
23:28:21 | [CMD] luplup67(7) => /work
23:28:22 | [CMD] aytunc213122(11) => /skapat
23:28:24 | buyukustadbitti(8): laptop + pc
23:28:24 | [CMD] huso608(9) => /a hayýr kesildi 
23:28:25 | [CMD] luplup67(7) => /goreviptal
23:28:26 | [eN]Overlord(10): abi kardeþ husonun dediði gibi?
23:28:27 | [CMD] luplup67(7) => /wok
23:28:28 | [CMD] huso608(9) => /a isleri bitti
23:28:31 | [CMD] luplup67(7) => /work
23:28:38 | [CMD] huso608(9) => /a yukleri bosalttýlar
23:28:40 | [CMD] Strike(TR)(22) => /goto 9
23:28:45 | [CMD] huso608(9) => /a yuklemeye docka gittiler
23:28:47 | luplup67(7): adminler kaç ta çikar? 
23:28:54 | [CMD] aytunc213122(11) => /motor
23:28:56 | [CMD] Strike(TR)(22) => /a daha baslamadýmý gorevleri
23:28:56 | huso608(9): ben sabahcýyým
23:28:57 | [CMD] Strike(TR)(22) => /convoy
23:29:2 | buyukustadbitti(8): biliom
23:29:2 | [CMD] huso608(9) => /a gorev aldý
23:29:2 | luplup67(7): beraber? 
23:29:4 | MuratsMurat(14): aytunc cagrý gel
23:29:12 | [CMD] Strike(TR)(22) => /admins
23:29:13 | buyukustadbitti(8): adam saat 6 dan sonra çýkýo
23:29:16 | [eN]Overlord(10): kimse suç iþlemiyor
23:29:16 | luplup67(7): abi beni ahira atsana
23:29:17 | [CMD] huso608(9) => /a sikayet yolluyorlar
23:29:21 | [eN]Overlord(10): biri ahýr mý dedi
23:29:21 | [CMD] Strike(TR)(22) => /Asay Vip-Donator-Sirket-Giþe Vb Ürünlerimizden Almak Ýsteyenler www.trucksamp.com Dan Alabilirler 
23:29:23 | [CMD] huso608(9) => /a bakýyorum
23:29:23 | aytunc213122(11): knk neyset
23:29:25 | luplup67(7): DÇ hehe
23:29:26 | emre_cool(20): evo nerde yaw
23:29:26 | aytunc213122(11): ben çýkýyom
23:29:29 | aytunc213122(11): geç olduý
23:29:29 | emre_cool(20): by
23:29:32 | [CMD] huso608(9) => /a gereksiz sikayet
23:29:33 | luplup67(7): ahiri gircem
23:29:33 | MuratsMurat(14): by
23:29:34 | emre_cool(20): @11 /adminol yaz
23:29:38 | [eN]Overlord(10): 7create_evo
23:29:38 | buyukustadbitti(8): aynn benide
23:29:39 | aytunc213122(11): yakþamlar gençler
23:29:39 | [CMD] huso608(9) => /a uyarý attým
23:29:44 | [CMD] Strike(TR)(22) => /A giþede filan beklememeleri lazým bence ceviklerin
23:29:45 | luplup67(7): A:Sd
23:29:45 | [eN]Overlord(10): he is created evo
23:29:46 | MuratsMurat(14): sanada
23:29:48 | emre_cool(20): @11 /adminol yaz
23:29:53 | MuratsMurat(14) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
23:29:53 | [CMD] luplup67(7) => /adminol
23:29:56 | emre_cool(20): by
23:29:56 | luplup67(7): boyle
23:29:59 | [CMD] huso608(9) => /uyar 20 User Kandirma
23:29:59 | aytunc213122(11): yarýn okulda görüþürüz murat bugün beni kanser ettin
23:30:0 | luplup67(7): fakeeee
23:30:2 | aytunc213122(11): sdkhldfj
23:30:6 | emre_cool(20): ne kandýrmasý yaw
23:30:8 | luplup67(7): :D
23:30:10 | luplup67(7): hahaha
23:30:14 | huso608(9): ileri gidiyorsun
23:30:18 | [eN]Overlord(10): malbayým
23:30:26 | [CMD] huso608(9) => /work
23:30:28 | emre_cool(20): zaten yolda ileri gidiyom geri mi gidem
23:30:32 | [CMD] emre_cool(20) => /tamir
23:30:35 | [eN]Overlord(10): mantklý
23:30:35 | aytunc213122(11) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
23:30:39 | emre_cool(20): :D
23:30:42 | huso608(9): istersen sýnýrlarýmýzý zorlayalým
23:30:46 | [eN]Overlord(10): ya paran ya canýn kocm
23:30:47 | emre_cool(20): yok yok
23:30:47 | Strike(TR)(22): huseyin abiye iþ mi koyuyon la :D
23:30:48 | luplup67(7): evet
23:30:51 | [KAMYONCU] nefariouss, Harbour Island Warehouse'den Longway Warehouse'e Degerli Esyalar tasidi. Kazanc: 179939$, 1 Skor ve 5 EXP Sure: 649 Saniye
23:30:54 | emre_cool(20): yok
23:30:55 | [eN]Overlord(10): ya paran ya canýn kocm
23:31:2 | [eN]Overlord(10): ani hareket yapma
23:31:2 | buyukustadbitti(8): kargocu varmý boþta
23:31:5 | [CMD] Strike(TR)(22) => /Asay Vip-Donator-Sirket-Giþe Vb Ürünlerimizden Almak Ýsteyenler www.trucksamp.com Dan Alabilirler 
23:31:6 | luplup67(7): ben
23:31:8 | [eN]Overlord(10): var
23:31:9 | huso608(9): senin gectigin yoldan ben driftle gectim bilgin olsun
23:31:11 | [CMD] nefariouss(19) => /siirket
23:31:15 | Mustafa4563(11) oyuna girdi [IP: 46.2.252.235]
23:31:15 | luplup67(7): :SDASD
23:31:15 | [CMD] nefariouss(19) => /sirket
23:31:16 | buyukustadbitti(8): gel
23:31:17 | Strike(TR)(22): lasdþlasd
23:31:17 | emre_cool(20): tmm huso baba
23:31:19 | [eN]Overlord(10): drifter_husp
23:31:21 | [eN]Overlord(10): drifter_huso
23:31:21 | [CMD] buyukustadbitti(8) => /meslek
23:31:24 | 
23:31:28 | [CMD] buyukustadbitti(8) => /rescue
23:31:33 | 
23:31:35 | [CMD] Strike(TR)(22) => /A ufff dona kaldý alþsdþald
23:31:36 | huso608(9): bu yasýmda yarýs pilottlugunu býraktým
23:31:38 | luplup67(7): siz kutu kutu pense oynarken ben kutu kutu bira içiodum heyyy
23:31:42 | buyukustadbitti(8): san fierrio ya gelin
23:31:48 | [eN]Overlord(10): @7 havalisozler xd
23:31:50 | luplup67(7): :D
23:31:51 | emre_cool(20): @9 gerçektemi býraktýn 
23:31:55 | [CMD] Strike(TR)(22) => /admins
23:31:55 | huso608(9): @7 emin olmadan konusmamaný tavsýye ederim
23:32:0 | {FFCC00}Mustafa4563(11) {FFFFFF}Kamyoncu olarak spawn oldu.
23:32:1 | luplup67(7): :SDAw
23:32:1 | aliturkak(12) oyuna girdi [IP: 176.88.7.117]
23:32:8 | [CMD] luplup67(7) => /tamir
23:32:10 | 
23:32:12 | huso608(9): ben hayalcý degilim gerceklerden yanayým
23:32:13 | luplup67(7): okw
23:32:13 | {FFCC00}aliturkak(12) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
23:32:15 | [eN]Overlord(10): sunucuda.tartisma.basladi.avi
23:32:15 | Mustafa4563(11): Selamun Aleyküm.
23:32:15 | [CMD] aliturkak(12) => /sa
23:32:17 | [eN]Overlord(10): sunucuda.tartisma.basladi.avi
23:32:20 | luplup67(7): nem
23:32:21 | emre_cool(20): @9 gerçek hayattamý pilot yarýþcýlýðýný býraktýn býraktýn 
23:32:23 | [CMD] emre_cool(20) => /as
23:32:29 | [CMD] Mustafa4563(11) => /kemer
23:32:35 | huso608(9): burada olmamýn sebebi de bu zaten
23:32:37 | buyukustadbitti(8): kargocuu olan gelsin
23:32:37 | [eN]Overlord(10): Kawasakso
23:32:39 | [CMD] huso608(9) => /work
23:32:39 | [eN]Overlord(10): Kawasaki*
23:32:42 | emre_cool(20): :D
23:32:43 | luplup67(7): it
23:32:45 | [CMD] Mustafa4563(11) => /woek
23:32:48 | [CMD] Mustafa4563(11) => /work
23:32:49 | aliturkak(12): oo huso baba sen motorcumuydun
23:32:49 | luplup67(7): yanliþlikla attim
23:32:54 | luplup67(7): pardon
23:32:58 | huso608(9): araba 
23:32:59 | buyukustadbitti(8): it mi
23:32:59 | luplup67(7): kimseye demedim
23:33:1 | [CMD] Strike(TR)(22) => /car infernus 0 0
23:33:3 | [CMD] emre_cool(20) => /adminol
23:33:4 | emre_cool(20) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
23:33:4 | [eN]Overlord(10): Valentino Rossi aslýnda huso608'dir
23:33:4 | aliturkak(12): bende motorcuydum
23:33:6 | [CMD] [eN]Overlord(10) => /tamir
23:33:7 | luplup67(7): kimseye demedim
23:33:10 | [eN]Overlord(10): Valentino Rossi aslýnda huso608'dir
23:33:15 | huso608(9): yarýscýsýydým drag pist yarýscýsý
23:33:24 | [eN]Overlord(10): pist severyiyen
23:33:24 | aliturkak(12): kanka bende motorcuydum 
23:33:30 | aliturkak(12): ama býraktm
23:33:34 | [CMD] Mustafa4563(11) => /icerigir
23:33:35 | [eN]Overlord(10): gecen burda ekmeksevenyiyen diye biri vardý
23:33:36 | huso608(9): 22 yasýnda tovbe ettirdiler
23:33:36 | [CMD] luplup67(7) => /tamir
23:33:36 | [CMD] [eN]Overlord(10) => /tamir
23:33:38 | DarkFlow(13) oyuna girdi [IP: 88.236.206.162]
23:33:39 | [CMD] Strike(TR)(22) => /sirket
23:33:42 | [CMD] Mustafa4563(11) => /isyerimenu
23:33:42 | luplup67(7): abiiw
23:33:44 | buyukustadbitti(8): banlanacak o
23:33:46 | [ANTIHACK] Þüpheli buyukustadbitti(8) => Airbreak-hack
23:33:47 | [eN]Overlord(10): nie
23:33:49 | luplup67(7): kim
23:33:54 | 
23:33:55 | [eN]Overlord(10): ekmeksevenyiyenw
23:33:55 | [CMD] aliturkak(12) => /meslek
23:33:57 | buyukustadbitti(8): buyukustadý geri aldým
23:33:57 | 
23:33:59 | luplup67(7): ree
23:34:0 | {FFCC00}DarkFlow(13) {FFFFFF}Kamyoncu olarak spawn oldu.
23:34:1 | aliturkak(12): aga iyi deðil yav
23:34:2 | luplup67(7): ee
23:34:3 | [CMD] DarkFlow(13) => /sa
23:34:6 | aliturkak(12): sakat oluyo
23:34:6 | [CMD] DarkFlow(13) => /sirket
23:34:6 | luplup67(7): as
23:34:6 | [CMD] aliturkak(12) => /as
23:34:8 | [eN]Overlord(10): as
23:34:8 | [CMD] aliturkak(12) => /rescue
23:34:9 | [CMD] Strike(TR)(22) => /aka 8
23:34:9 | [CMD] Mustafa4563(11) => /work
23:34:11 | aliturkak(12): kargocu
23:34:11 | [CMD] [eN]Overlord(10) => /tamir
23:34:13 | [CMD] huso608(9) => /duyuru Murat Baba Hos Geldin
23:34:14 | [eN]Overlord(10): he
23:34:14 | aliturkak(12): olcak
23:34:16 | [CMD] Strike(TR)(22) => /bangor buyukustad
23:34:17 | Adem32(14) oyuna girdi [IP: 88.252.234.243]
23:34:22 | [CMD] huso608(9) => /kemer
23:34:25 | [CMD] ahmet55(18) => /pcc
23:34:26 | [CMD] Strike(TR)(22) => /admins
23:34:27 | [CMD] Frn(24) => /icerigir
23:34:29 | [CMD] aliturkak(12) => /work
23:34:30 | [eN]Overlord(10): mutant lag peþimi býrak
23:34:30 | [CMD] Ernest_Gill(6) => /icerigir
23:34:31 | 
23:34:32 | HeRquL(15) oyuna girdi [IP: 91.93.111.183]
23:34:33 | Mustafa4563(11): Dorse nasýl takýlýyor?
23:34:35 | {FFCC00}Adem32(14) {FFFFFF}Kamyoncu olarak spawn oldu.
23:34:35 | [CMD] DarkFlow(13) => /saat 0
23:34:38 | [CMD] Adem32(14) => /sa
23:34:39 | [CMD] nefariouss(19) => /tamir
23:34:41 | [CMD] Ernest_Gill(6) => /isyerimenu
23:34:41 | 
23:34:42 | [CMD] DarkFlow(13) => /rescue
23:34:44 | [CMD] Adem32(14) => /sa
23:34:46 | [CMD] aliturkak(12) => /as
23:34:49 | [CMD] Frn(24) => /isyerimenu
23:34:50 | huso608(9): aracýnla geri gelerek týrýn arkasýna takýlýr
23:34:51 | [CMD] DarkFlow(13) => /as
23:34:53 | [eN]Overlord(10): sunucuda_suclu_yok.avi
23:34:55 | Mustafa4563(11): Aleykum selam.
23:34:59 | Mustafa4563(11): Dorse nasýl takýlýyor?
23:35:0 | Adem32(14): nabyonuz beler
23:35:1 | [CMD] Strike(TR)(22) => /setskin 9 299
23:35:8 | [eN]Overlord(10): beyler maara buldum
23:35:9 | [CMD] Strike(TR)(22) => /admins
23:35:10 | [eN]Overlord(10): çýkamýyorum
23:35:12 | huso608(9): @11 dorse týra takýlýr
23:35:17 | [eN]Overlord(10): rly
23:35:20 | [CMD] huso608(9) => /spec 10
23:35:22 | {FFCC00}HeRquL(15) {FFFFFF}Kamyoncu olarak spawn oldu.
23:35:26 | [CMD] HeRquL(15) => /admgiris
23:35:26 | [CMD] nefariouss(19) => /work
23:35:26 | [eN]Overlord(10): gelin maaraya girelim adminler
23:35:31 | [CMD] huso608(9) => /specoff
23:35:31 | huso608(9) Oduncu olarak spawn oldu.
